"回答日時","受付番号","回答ユーザ","第８回:キーワード①","第８回:キーワード②","第８回:キーワード③","第８回:キーワード④","第８回:キーワード⑤"
"2022/06/09 13:40","4986","22021041","留学は自分を豊かにする","ニーズを満たすための思考","選択の間違いの責任は自分で持つ","ドキドキやワクワクを持つ","目標のための貯金"
"2022/06/09 13:40","4985","25021232","マルチカルチャーの環境に自分を置いた方がやりがいがでる","日本にはあまりないことだが周りの人を沢山褒める","アルバイトから自己分析する","人に任されて達成すると嬉しくなる","国ごとの違いを受け入れる"
"2022/06/09 13:40","4984","24021561","相手を褒めることがやる気に繋がる","就活はやりたいことを考え、悩むタイミング","アルバイトなどの経験を通じて、自分の適性を知る","人との繋がりが大学の意義","不確定な状況に対する耐性をつける"
"2022/06/09 13:40","4983","25020349","何がやりたいかはっきりしていなくても、アルバイトなどから自分のやりたいことが見えてくる。","やるかやらないかなので、思い切ってやってみるほうが良い。","学生時代に何でも経験していくことが重要、 人生は双六、失敗しても振り出しに戻っても、最終的に前に進めばいい。","ブランドはブームから文化にすることが重要。","頭で考えた判断は鈍るので、心の声を聞く。失敗したら、またその時に考えればいい。"
"2022/06/09 13:40","4982","22020744","外国人と働くことで国によって違う文化やマネジメントを学ぶ","チームワークやリーダーシップで成果が全然違う","様々な経験を通して自分の適性を知る","0から1を作る大変さ","任され続けるには信頼と実績が必要"
"2022/06/09 13:40","4981","25020502","任され続けるということは仕事に対して誠意を持って実績を出さないと、信頼されないと、任され続けない","新しい仕事に対して、よく聞く、教えてもらうという積極的な姿が必要である。","ブームから文化へ、グループでのコミュニケーションが大切である。","関学の学生との繋がりは将来の自分に大きな役割が立てる。","心の声を聞くのは大切である。"
"2022/06/09 13:39","4979","26020670","怒られる経験","転職","何を大事にするか","目標を決める","不確定な状況に対する日本人の耐性"
"2022/06/09 13:39","4978","26020574","パンフレットでは分からない","学外の活動をメイン","学内の活動もすべきだったと後悔","アルバイトの経験が活きた","リーダーがどう指示するかで終わりが変わってくる"
"2022/06/09 13:39","4977","24020805","失敗から学ぶ","人生はすごろく","ブームから文化へ","1歩踏み込む勇気を大切にする","考えすぎず心の声に聞く"
"2022/06/09 13:39","4976","25022191","自分の感覚を言葉にし、共有する","やると決めたことはやる","結果が出たらしっかり褒める","ブームから文化にしていく","新人から新規事業"
"2022/06/09 13:39","4975","26022396","成果を出さないと仕事を任され続けられることはない","ブームから文化へと移り変わっていく","アルバイトなどから自分の適性を知る","今打ち込める活動を精一杯取り組む","失敗を経験して学ぶことの方が深みが出て豊かである"
"2022/06/09 13:39","4974","24021068","秘書代行のアルバイトで自分の適性を見つけることが出来た。","0から1を生み出すことを任され続けることは実績を出して信頼されることが必要である。","大学時代の仲間は財産である。","サークルや学内で深い関係の仲間を作ることが大切。","自分のやりたいことに打ち込むことが大切。"
"2022/06/09 13:38","4973","24021254","みんなの前で褒める","国の違いを聞き入れる","選択した責任は自分で取ればいい","詳しくないから積極的に聞く、教えてもらう。","いろんなとこにいって、いろんなものを仕入れる"
"2022/06/09 13:38","4972","26022608","アルバイトを通して、自分の適性を見定めた。","大失敗した時に自らの行動を振り返る大切さ。","自分がしたいことにこだわる。","自分が感じたことを共有することの大切さ。","一生懸命にやったことが後になって役に立つ。"
"2022/06/09 13:38","4971","22020237","アルバイトを通して自分を知る、すなわちアルバイトから自分の適性を築くことが出来る。","ブランドはブームを作るものだが、そのブームを文化へと発展させることも出来る。","今出来ること、今打ち込めることを学生時代に見つけておく。","失敗は経験だから頭でっかちにならずに、好きだと思ったことにドンドンチャレンジした方が良い。","感性を育てるためにも色んなものを見たり経験したりするのが大切。"
"2022/06/09 13:38","4970","26020327","新しい事に挑戦することは精神面で負担は多いがリターンも多い","0から1を作る新規事業立案は難しい。時間をかけて作り上げた事も懐疑的になることは顧客ニーズを理解する上で大切","組織運営において結果を出す人は周りの人がしっかりと褒めることが大切","　海外事業を拡大する上で国の違いを聞き入れることは、その国独自の個人ニーズを理解する上で重要","ブームから文化へ"
"2022/06/09 13:38","4969","25021382","会社の雰囲気をデザインに活かす","コーヒーを引き立てるデザインをつかう","また戻ってきたくなるようなデザイン","文化によってスタイルが違う","相手を褒めることが大事"
"2022/06/09 13:38","4967","24020452","さまざまなアルバイトを通して自分の適性を見つける","人生はすごろく","国の違いの意見を聞き入れる","それぞれの価値観の共有","心の声を聞く"
"2022/06/09 13:38","4966","29021205","CBOはマルチカルチャーを学ぶことが出来る","学生時代の経験がのちに生きる","アルバイトから自分を分析する","信頼関係を作ることが大切","国の違いを受け入れることが大切"
"2022/06/09 13:38","4965","23020004","アルバイトを通して自分の適性を知った","0から1を立ち上げるのが好き","任せられることは信頼されているということ","若い時に失敗しておいた方がよい","社会に出た後も関学のつながりがある"
"2022/06/09 13:38","4964","24020120","人から必要とされていることが仕事のやりがいだった","学生時代のアルバイトで、責任感や1つの仕事の重みを感じた","仕事を任され続けたのは、成果を出し続け信頼につながったから","国・文化の違いを受け入れてから話を展開することで会社としてやるべきことと現地で働く人のニーズとマッチする点が見つかった","ブームを文化へ"
"2022/06/09 13:37","4963","24022388","現地のスタッフと心を通わせることが大事","ブームから文化にすることが大事","会社の目指す世界観とお客様のニーズを繋げることを意識するのが大事","将来的にネットワークが広がるため、学内の活動などを通じて深い関係性の仲間を作るべき","自分が打ち込めることを発見するためにアルバイトなど多くの経験をするべき"
"2022/06/09 13:37","4962","29020011","人生はすごろく","人から期待されると嬉しい","わからないからやってみる","人の夢を叶えるお手伝いをする","日本のブランドを外に出す"
"2022/06/09 13:37","4961","26022029","成果を出して信頼されないと仕事を任され続けることはない","現地スタッフと心を通わせる","ブームから文化にする","ゼロからイチを立ち上げる","打ち込めることを探す"
"2022/06/09 13:37","4960","38021019","立ち会議","職種別採用","チームワーク","英語を使ったビジネス","サービス精神"
"2022/06/09 13:37","4959","26022676","成果を出し続ける","現地まで足を運ぶ","心を通わせる","ブームから文化へ","0から1に"
"2022/06/09 13:37","4958","26022070","多様なバイトをすることで適性を見つける","仕事への誠意と実力が仕事を任せられる要因に","ブランドとしてやるべきことと、ニーズをどのように汲み取るかの折り合い","感情をロジックで理解することで共有しやすく","キャリアに向き合う時、ピラミッド型より双六型に捉えると豊かに"
"2022/06/09 13:37","4957","24020353","自分を理解する","沢山経験して、やりたいことを理解する","積極的に聞く","失敗はしたほうがいい","人生はスゴロクのように考える"
"2022/06/09 13:36","4956","25021595","消去法で選ぶ人生","子会社と出向","新規事業の開拓","知らない分野にチャレンジすること","ブームから文化"
"2022/06/09 13:36","4955","31020078","任せられる人材になる","頼られるならば全力で","失敗を恐れない","相手のニーズを汲み取り主体的に","何事も主体的に行動する"
"2022/06/09 13:36","4954","29021089","誘致","創業者","プランニング","メディア","現地"
"2022/06/09 13:36","4953","29021393","色々な経験で自分の適性を見つける","話し合いによってより良い案を作る","慎重になるよりトライして失敗した方がいい","ブームを作るのではなく文化を作る","学内のつながりを作っておく"
"2022/06/09 13:36","4952","34020036","任せられるは信頼されているということ。","ブランドを大事にしながら育てていく。","チームワークやリーダーが指示をしている、ということで終わりが変わる","チーム作り、どういう人と働くかが大事","何を目指せばいいかわからない人はアルバイトを通して自分を知れる"
"2022/06/09 13:35","4951","24020849","チームワークやリーダーシップで成果が全然違う","様々な経験を通して自分の適性を知る","0から1を作る大変さ","任され続けるには信頼と実績が必要","マネージメントにおいては褒めることが大切"
"2022/06/09 13:35","4950","26020148","人のことをしっかりと褒める","ブームではなく文化へ","感性を研ぎ澄ますためには経験が必要","人生はすごろく。振り出しに戻っても立ち止まってもいい","失敗は沢山するべき"
"2022/06/09 13:35","4949","22021300","色んなものに手を出して、それが積み重なっている","海外事業のローカライズ","マネジメントにおいてはレコグニションが大事","ブームから文化へ","好きだと思うことをどんどんトライする"
"2022/06/09 13:35","4948","25022482","自分の適性を探す","ゼロから生み出す難しさ","マネージメント能力","一歩踏みだす勇気","失敗は成功の種につながる"
"2022/06/09 13:35","4947","31021513","リーダーがどのように指示をするかで、働く人の動きが変わるということ。","アルバイトを通して自分を知るということが大切。","どんな仕事を任されるかは運命だが、仕事を任され続けるということは成果を残してきたためだということ。","詳しくない物事に対しては教えてもらうことが大切であり、自分から学ぶ姿勢が大切であるということ。","ブームを文化に変えていくということ。"
"2022/06/09 13:35","4946","34021112","選択できる学校であるので自分が興味がある分野に挑戦することができる。","任せられる、頼られるということは嬉しいことであり達成感がある。","国の違いを理解して聞き入れることでブランドを保つことができ、ブームではなく文化にすることができる上にローカルな人々と意見を共有ことが重要である。","人生は双六である。休みがあってもいいし、スタートに戻ってもいい。最終的に前に進めばいい。","心の声を聞くことが重要である。自分が本当に打ち込めることを見つけることができれば最高である。"
"2022/06/09 13:34","4945","29020447","自分に何が合っているのか適性を見つけていた","任されるということは信頼されているということ","自分でやるしかない、やるかやらないか","自分の素直な思いを言うことは、当たり前なことで恥ずかしいことではない","人生の中で失敗して止まってしまうことがあっても、それも含めて成長している"
"2022/06/09 13:34","4944","24021534","信頼されないと仕事を任せ続けられない","会社とお客様のニーズを考えて提案する","心の声を聞く","一緒に働きたい人材になる","違うものを作る現場に足を運ぶ"
"2022/06/09 13:34","4943","22020485","相手を認めてハッキリほめていく","自分のこれまでの様々な経験を生かして自己の特性を分析していく。","自分の希望ややりたいことを認識しながら、一つの場所に固執するのではなく、自分の能力で自立していくという意識をもつ。","文化への意識を持って仕事を考えていく。","若いころにたくさん失敗して、打ち込めることに挑戦していく。"
"2022/06/09 13:34","4942","34021003","自分の適性を発見する","とりあえず一歩を踏み出す","仕事を対する誠意","心の声を聞く","感じる力を鍛える"
"2022/06/09 13:34","4941","29021223","マルチカルチャー","責任感","0→1が好き","ブームを文化にする、消耗しない","現地スタッフと会話する"
"2022/06/09 13:34","4940","38021524","仕事に対して誠意を持つ","実績を出して、頼られて初めて任せ続けられる","自分の仕事を理解して、試行錯誤する","ブームから文化にする","現地の人とコミュニケーションをとる"
"2022/06/09 13:33","4939","21022018","みんなの前で、褒めることを考える","ブームから文化へ発展している","若い時の失敗が確実に必要になってくる","自分の持つ責任の重要性を理解する","他人から必要とされていることの大切さ"
"2022/06/09 13:33","4938","26022430","成果を出し続ける","現地に行く","心を通わせる","ブームから文化へ","0から1を作り上げる"
"2022/06/09 13:33","4937","22022361","学生のうちにアルバイトをして経験を積み、感性を磨く。","失敗の経験は自身の成長にとって重要。","好きだと思うことにどんどんトライする。","頭で考えすぎた時の判断はにぶりやすい。","心の声を聴く。"
"2022/06/09 13:33","4936","24020777","お互いに褒め合う事で成長につなげる","現在の経験から将来の職種を見てみる","自分の適切を身の回りからみる","適正じゃなくともやってみる","ブームと街の文化の繋がりを意識する"
"2022/06/09 13:33","4935","23020121","アルバイト","フィードバック","任され続ける","自分の感じたことを共有","経験"
"2022/06/09 13:33","4934","25020306","就職活動等の自己分析において、自分がこれまでしてきた経験や体験をもとに、自分の適性や自分が何に向いているのかを考え、判断することが大切であるということ。","仕事を任され続けるためには、1つ1つの仕事を真剣に取り組み、実績や成果を上げ、信頼され続けることが重要であるということ。","自分のキャリア形成を考えていく中で、不確定な状況に対して、より前向きに挑戦する姿勢を意識することが必要であるということ。","頭で考えず、自分の心の声を素直に聞き、少しでも興味や関心のあることに積極的に挑戦し、たくさんの経験をすることが重要であるということ。","今、様々なことに挑戦し、失敗を多く経験して、そこから学んで前に進むこと、成長することがとても大切であるということ。"
"2022/06/09 13:33","4933","25020389","褒める","英語を使ってビジネス","ブランディングしていく","経験が生きる","人間の力をAIが超える"
"2022/06/09 13:33","4932","31020514","任せられる人になる","頼られているならば全力で","失敗をすればいい","ニーズに合わせて主体的に動く","いろんなことを経験する"
"2022/06/09 13:32","4931","34022084","褒めることでやる気を出す","いろんな経験を基に自己分析をする","アルバイトの経験を活かす","自分で新たな部門を開拓してスキルアップ","分からないことを聞いて深く理解する"
"2022/06/09 13:32","4930","26020620","アルバイトを通しての自己分析","信頼されないと仕事を任され続けることはない","文化から文化へ","経験が感性を研ぎ澄ます","ブームから文化へ"
"2022/06/09 13:31","4929","23021034","アルバイトや学生生活を通して自分の適正に学生時代から気づいていく","アルバイトで怒られる経験、会社に対して高い意識を持って働くことが大切","わからない所があれば積極的に人を頼る","会社について、自分の知らない所を深く理解していく。","色んな国に行っても臆せず人と話す、そして色んな人の価値観を吸収する"
"2022/06/09 13:31","4928","31020100","選択することができる","アルバイト","チームマネージメント","文武から文化へ","私たちがやってきたことが私たちが信じていること"
"2022/06/09 13:31","4927","31021075","海外事業","オンラインコンテンツ","サポート","チームワーク","アルバイト経験"
"2022/06/09 13:31","4926","29021248","ブランドのコンセピとを大切にする。","英語力は大学のうちに伸ばしておく。","アルバイトの頃から責任の大きさを知る。","ローカルの意見を聞き入れる。","ブームより文化を大切にする。"
"2022/06/09 13:31","4925","26022165","進路が決まってない人は色々な経験を通して自分を知る","人生はすごろく","頭でっかちにならずに好きだと思うことをどんどんトライする","一緒に過ごしたい、働きたいと思ってもらうのが今の時代大切","その場その場でがむしゃらに取り組むと、自然にその先につながっていく"
"2022/06/09 13:31","4924","29022120","現地で直接はなし、心を通わすことが大切","ブームから文化にしていく","自分の適正に学生時代に気付くことが出来ると、後々役に立つ。","任され続けるには実績を出して信頼されなければなない","総合政策学部は様々な分野に挑戦できる機会が多くある。"
"2022/06/09 13:31","4923","25022188","recognitionは大切にする","授業は将来的に役に立つ","アルバイトの経験が役に立つ","信頼が0から1を任せられる","やると決めたらやり切ること"
"2022/06/09 13:30","4922","22020943","0から1","文化を知る","ブームから文化へ","顧客に一番近い立場","失敗は経験"
"2022/06/09 13:30","4921","25020633","経験から適正を見つける","仕事に対して誠意を持つ","経験を新しい仕事に活かす","ブームから文化に","心の声を聞く"
"2022/06/09 13:30","4920","23020497","0から1にすることが難しい","キャリアは前に進むか戻るか","失敗から深みが出るから失敗するべき","関学でのつながりが財産","ブームを文化にする"
"2022/06/09 13:30","4919","23020097","自分に向いていることを見つける。","学生にうちに自分を磨き、取り組むことには取り込んでおく。","0からのスタートでも、逃げずに誠意を持って向き合うことで認められて任される存在になる","自分の感性を信じて行動することで、後から結果がついてくる","今打ち込めることを見つける為、様々なことを経験する。"
"2022/06/09 13:30","4918","26021446","マルチカルチャーとの関わりとチームマネジメント","経験の繋がり","自己分析力","体感すること","キャリアはすごろく"
"2022/06/09 13:29","4917","24021024","世界へのコネクション","人の夢を叶えるお手伝い","商品やコンセプトが持つブランド","失敗は経験、好きと思えることにトライする","心の声を聞く"
"2022/06/09 13:29","4915","22020075","自分の適性を探る","任され続けることは信頼されているということである","人とのつながりを大切にし、若いうちにたくさんの経験を積む","失敗することによって前に進むことができる","心の声を聞き、目の前のことを成し遂げていくことが重要である"
"2022/06/09 13:29","4914","24020422","任されることは信頼されているということ","人生はすごろくのように休んで戻ってもよい","失敗は経験","学生のときにたくさん経験する","心の声を聞いて好きなことにどんどんトライする"
"2022/06/09 13:29","4913","24021318","リーダーがどう指示を出すかで終わりが全然変わる","どういう人と働くのかが大事","広報は企業の立ち上がりをスピードアップさせられる","ベースは褒める（みんなの前で）","国の違いを聞き入れる"
"2022/06/09 13:29","4912","37021018","自分の適正","０から１","任され続ける","心を通わせる","ブームから文化"
"2022/06/09 13:29","4911","24020374","ほめる","ゼロからイチ","誠意と実績","個性","経験と体感"
"2022/06/09 13:29","4910","26020367","バイトから学べることは多い","コーヒーを知らなくても社長になった","失敗しておいた方が良い","人生はスゴロクの様に振り出しに戻ることも良い","頭で考えすぎずに心で決める"
"2022/06/09 13:29","4909","23021454","積極的に聞く","成果を出し続けること","ブームから文化","現地に行って勉強","打ち込めることを見つける"
"2022/06/09 13:29","4908","25022526","自分から取捨選択する","いろんなことを経験して自分にあったことを見つける","思い切り良くはじめる","何もない状況から生み出す","大変なことも楽しむ"
"2022/06/09 13:28","4907","31021301","人生はすごろくであり、一回休むことがあってもいい","失敗から学ぶこともあるので失敗すればいいのにと思うことも必要","心の声を聴くことが重要","今できること、打ち込めることを見つける","目の前にあることをしっかり成し遂げていく"
"2022/06/09 13:28","4906","24021037","相手を褒めることが大切","アルバイトを通して自己分析をすることが大切","実績や信頼がなければ任され続けてもらえない","過去の繋がりが今に繋がる","ブームから文化へ"
"2022/06/09 13:28","4905","26022025","人との繋がりは大事","おもいやり","大学時代に勉強","広い視野を持つ","感謝"
"2022/06/09 13:28","4904","34022012","学生時代に自分の適正は何かを知ることが大切","信頼されないと仕事は任せられない。信頼されるには、実績を出し続ける必要がある","常にお客様のニーズを読み取り、考えることが重要","キャリア形成を行うために、学生時代に様々なことにチャレンジする","流行りで終わるのではなく、文化として街に取り入れてもらえるような努力を怠らない"
"2022/06/09 13:28","4903","25020159","人を褒める。","ローカルな意見を聞く。","何故それが好きなのかを考える。","キャリアを縦ではなく前に進むイメージで考える。","自分で決めたことだから決めたら頑張る。"
"2022/06/09 13:28","4902","37022496","失敗から学ぶ","とりあえず一歩踏み出す","好きだと思うことをトライする","共有しながら新しいものを作る","今できること、打ち込めることを見つける"
"2022/06/09 13:28","4901","34022050","誠意を持って仕事をやり切る","失敗から学ぶことの方がより豊か","常に目の前にあることをしっかりこなしていく","好きなことにどんどんトライしてみる","心の声を聞く"
"2022/06/09 13:27","4899","31021313","ブランディング＝会社の見せ方","仕事のやりがいは、人から必要とされることの積み重ね、期待に応えたいというサービス精神","学生時代の秘書代行で怒られた経験","関わっている仕事への自分が与えるインパクト、影響を考えて行動する。","0から1を立ち上げることが好き。"
"2022/06/09 13:27","4900","24021126","信頼され、仕事を任されることが大切","新しく学ぶために企業を移る","文化とはともに育てていくこと","自分の選択は自己責任","ブームを文化に変化させる"
"2022/06/09 13:27","4898","25021274","秘書代行や有馬温泉でのアルバイトをすることで適性を見つけていった。","失敗しても前に進み続けることが大事で、そこから学びを得られるほうが豊かになる。","ブルーボトルコーヒーに転職するが、コーヒーに詳しくなかったため自ら現地スタッフとの交流を大切にした","ブームから文化へということに気づく。","仕事に対してがむしゃらにやっていくことで次に繋がっている。"
"2022/06/09 13:27","4897","26020093"," 人とより良いコミュニケーションを取るコツとして褒めることが大事。","やりたいことが不明確な時はアルバイトなどの横軸を通じて見つけていけばいい。","任せられ続けるいうことは頼られている証拠。","考えても仕方がない、やるかやらないかの時はやるという行動力が必要。","ローカルの意見をどこまでリスペクトして受け入れられるかが海外展開のマネジメントにおいて必要である。"
"2022/06/09 13:27","4896","31022312","アルバイトの経験から自分の適性を知る","国の違いを聞く","ブームから文化へ","失敗は経験、若い時にする","流行りになると終わりが来る"
"2022/06/09 13:27","4895","24020012","人生は双六","振り出しに戻っても良い","敵意をつくらない","何事も過程が面白い","心の声をきく"
"2022/06/09 13:27","4894","36021026","したいことがない場合は、アルバイトなどを通していろいろな経験をする","学生生活を通して自分の適性に気づく","任されることは頼られること","世界中の人々と話したり、現地に足を運び学ぶ","ブランドはブームを作り、そのブームを文化にする"
"2022/06/09 13:26","4893","25020684","自分の適性を学生時代に見つけ出す。","実績を出さないと任され続けない。","自分なりに理解することが大事。","現地に足を運ぶのはすごく重要。","ブルーボトルは街の文化を変える。"
"2022/06/09 13:26","4892","29021301","今特に重要と感じていなかったり、活用するべき内容と認識できていなくても、将来役に立つことがある。","様々なアルバイトを通じて自分の特徴や得意分野を見つけていく。","総合政策学部で幅広い分野について勉強したり、海外旅行に行ったりして視野を広げる。","自ら現地に赴き、現地のスタッフと会話と通してコンセプトや目標を決めていく。","分からないことがあれば分かるまで自分で実際に確かめに行く。"
"2022/06/09 13:26","4891","21021021","様々な体験を通じて自分に何が向いているかに気がつく","詳しくないことを知る努力をすることでより理解を深めることができる","現地スタッフと心を合わせる","ブームから文化にしていく","学生時代に将来を想像できていなくても、今できること、打ち込めることを見つけ一生懸命に取り組む"
"2022/06/09 13:26","4890","31022380","マルチカルチャーでは褒めるといい","アルバイトで自分の適性がわかった","ブームから文化へ","心に声を聞く","好きなものをどんどんトライしていく"
"2022/06/09 13:26","4889","24021207","仕事と信頼関係は大切だがらこそ難しい","新しく学びたいことがあるなら挑戦する","文化は共に育てていく","選んだ道に対する責任は自分で取る","変化していくことが大切"
"2022/06/09 13:26","4888","24022371","よく褒める","色んなことを選択し学び、蓄積する","どういう人と働くのかが重要","自己分析をして自分を知ることが大切","ブームから文化にする"
"2022/06/09 13:26","4887","23020194","自分の適正","怒られる","0から1","ブームから文化","期待に応える"
"2022/06/09 13:25","4886","22021323","アルバイトを通して自分を知る","0から1を立ち上げる","ブームから文化にしていく","目の前にあることをやり遂げる","心の声を聞く"
"2022/06/09 13:25","4885","25022330","バイトで自分の将来の適性を見つける","経験は何に置いても重要","人生は双六","頭で考えず心の声を聞く","若い時に失敗したとしても大人になって治る"
"2022/06/09 13:25","4884","31020068","広報","日本代表","自分のブランド","失敗","裏方の仕事"
"2022/06/09 13:25","4883","25020052","様々なアルバイトを通して自分を見つけた","任されるのは頼られるということ","言われたら百で返したいという気持ちで仕事をしている","ブームから文化へ","人生はすごろくのようなもの"
"2022/06/09 13:25","4882","27020077","マネジメントで大切なことは褒めること","アルバイトを通じて自分の適性を知る","頭で考えた判断は鈍る、心の声を聴く","好きなことをロジック的に分析していく","ブームから文化へ"
"2022/06/09 13:24","4880","26022427","褒めることが大切","アルバイトを通して自分を知る","やると決めたらやる","失敗してもいい","相手の意見を汲むことが大切"
"2022/06/09 13:24","4879","29021357","アルバイトを通して自分を知る（就職先を決める）","仕事を任される＝信頼されている、の積み重ねが喜びになった。","色んな仕事で０→１にすることを任された（ある意味運命）","自分がその空間で何を感じるかを一緒に共有することの大切さ","自分を一番顧客に近いスタッフであると認識し、会社の理念とお客様のニーズを結び付けていく。"
"2022/06/09 13:24","4878","24021399","失敗は経験だからどんどんするべき。","好きだと思うことにトライするべき。","心の声を聞く。","頭で考えた時の判断は鈍る。","感じる力を鍛える。"
"2022/06/09 13:24","4877","29021536","褒めること","しっかりとしたフィードバック","心の声を聞く","学んだことが今の自分とつながる","アルバイトを通して学ぶ"
"2022/06/09 13:24","4876","25020262","アルバイト経験から自分の適性を見つける","誠意を持って仕事をし信頼を得ることで大きな仕事を任される","0から作り上げる","打ち込めることを大学生活で探す","ブームから文化へ"
"2022/06/09 13:24","4875","34022174","アルバイトを通して自分を知る","仕事に誠意を持って実績をだすことで仕事を任せられる","経験を磨いていくことが大切であること","目の前にあることを成し遂げていく","失敗は今後の経験になること"
"2022/06/09 13:24","4874","22022621","様々なバイトをして自分の適性を見つける","ブームから文化へ","大学での人との繋がりが将来活きる","頭で考えた判断は鈍る","誰と仕事をしたいかを考えるのは大事"
"2022/06/09 13:23","4873","26022364","自分のやりたいこととやってきたことをマッチさせる","ブランドとしてやるべきこととニーズをマッチさせる","ブランドが文化を作っていく","常に目の前にあることをしっかり成し遂げていく","自分の感性を信じて経験を重ねる"
"2022/06/09 13:23","4872","23020516","0から1をつくる","“流行り“にすると“終わり“が来る","ブームから文化へ","人生は双六（ピラミットではない)","失敗を恐れるのではなく、むしろ失敗をした方が良い"
"2022/06/09 13:23","4871","31022046","認識が大切","ブームから文化へ","心の声に耳を傾ける","失敗は経験","国の違いを聞き入れる"
"2022/06/09 13:23","4870","31022313","様々なアルバイトを通じて自分を知る","詳しくないから積極的に知ろうとする","現地スタッフと心を通わせることの大切さ","ブランドはブームを作るが、ブルーボトルはブームを文化にする","Mastery for serviceは顧客に近い形で考えるという事に活きている"
"2022/06/09 13:23","4869","21021028","ブームから文化への発展","人から必要とされることの大切さ","自分の担っている責任の重要さを認識","若い時の失敗が必要","皆の前で褒めることの大切さ"
"2022/06/09 13:23","4868","29021088","ブームから文化へ","失敗は経験","好きなことをどんどんトライする","心の声を聴く","目の前のことをしっかり成し遂げる"
"2022/06/09 13:22","4867","24020795","自分の役割を考える","壁にぶち当たっては乗り越える","やるかやらないか","ブームから文化へ","心の声を聞く"
"2022/06/09 13:22","4866","24022711","信頼されないと仕事を任され続けることは無い。","自分のいる環境や空間でどう感じるかを共有するのが大切。","自分の感性を研ぎ澄ますためには経験することが重要。","失敗することも成長のひとつ。","事業をブームから文化に変えることで長く愛されるようになる。"
"2022/06/09 13:22","4865","34022155","アルバイトを通して自分を分析する。","成功は自信につながる。","やると決めたことは最後までやりきる。","たくさんの失敗から学ぶ。","人とのつながりを大切にする。"
"2022/06/09 13:22","4864","37021624","心の声を聞く","沢山失敗をしておいたほうがよい","感じる力","いろいろな経験をすることが大切","一緒に時間を過ごしたいと思われるかが大切"
"2022/06/09 13:21","4863","34022236","学生時代にどのような職業に適正があるのか知ることは大切だ","やると決めたら、やる。","ブームで終わるのではなく、文化として街に取り入れてもらえるよう工夫を凝らす","ブランドとしてやることとお客様のニーズを読み取ることは大切にすべき。","チームの空間、環境を文化が異なる中共有することは重要だ。"
"2022/06/09 13:21","4862","31021518","体験がブランドに繋がる","ローカルの意見をどこまでリスペクトして聞き入れることが出来るか","文化にするには地元の人達がくるようにしなければならない","学生時代に自分の適正にきずくこと","人から必要とされることは仕事としてやりがいになる"
"2022/06/09 13:21","4861","22021340","今やりたいことを見つける","0から1を立ち上げる","人のために役立とう","ブームから文化","1個ずつ形にしていく"
"2022/06/09 13:21","4860","25022560","社会に出ても関学のつながりがある","チームづくりやどういう人と働くかが大事","アルバイトを経験し自分を見ることができる","学生生活を通して自分の適性を気付く","詳しくないことを積極的に周りの詳しい人に聞く"
"2022/06/09 13:20","4858","22020386","さまざまなアルバイトの経験から自分の適性を知る","任されることは信頼されているということ","人から必要にされるという小さなことの積み重ねが大切","言われたことには100%で返す","社会に出た後にも学生時のつながりがあるから、色々なネットワークに繋がる。"
"2022/06/09 13:20","4857","25022565","アルバイトをすることで自分の適正にきづける","自分の足で現地の人と心を通わす","ブームを文化にしていくのを大切に","お客様のニーズをつなげれるように意識","目の前にあることをしっかり成し遂げる"
"2022/06/09 13:20","4856","22021563","実績や成果を出し続けることで信頼を得る","わからないことがあれば自らの足を運んで学習する","大学時代の仲間とのつながりを作って深くしておく","アルバイトやどんな活動でもいいので、今できることを見つける","大学のうちに何か自分の打ち込めることを探しておく"
"2022/06/09 13:20","4855","29021064","任される＝信頼、積み重ねがやりがい","考えても分からないので、自分でやるしかない。","時間が経ってからキャリアにつながりが見えてくる","失敗は経験",""心の声をきく"頭で考えた時の判断は鈍る"
"2022/06/09 13:20","4854","23020216","自分の適正","怒られた経験","0から1","心を通わせる","ブームから文化へ"
"2022/06/09 13:20","4853","25022431","自主的に取捨選択する","経験を積んで自分の適性に気づく","思い切り良く始めてみる","0から1を生み出す","大変なことを楽しむ"
"2022/06/09 13:20","4851","22021032","Chief　Brand　Officer","留学","ブームから文化へ","ブランド","つながり"
"2022/06/09 13:20","4852","26022357","いろんなアルバイトをすると自分の適性に気づく","仕事を任され続けるということは信頼を得ているということ","行く先々で人との関わりを大切にする","大変なことこそ楽しんでやる","自分が打ち込めることを在学中に見つける"
"2022/06/09 13:20","4850","25021015","マルチカルチャーで気をつけることは褒めること","アルバイトを通して自分を知ることができて適性がわかった","0から1の仕事を任され続けるのは信頼があるから","人生はすごろくで、失敗があってもいい","ブランドで、文化を作る。街の文化がおしゃれになった"
"2022/06/09 13:19","4849","31020125","広報","日本代表","自分のブランド","失敗","裏方の仕事"
"2022/06/09 13:19","4848","25020151","チーム作りとかは、どういう人と働くかということが大事。","任されることは頼られること、かつ信頼されていること。","頼み事を頼まれたら、100の気持ちで返す。","一件の大切さ、お金を稼ぐことの重要性、自分が担っている責任制を常に考える。","「ブーム」から「文化」への意識力"
"2022/06/09 13:19","4847","34021235","任されると言うことは、信頼されているという証拠","経験を通して、自分が何に向いているか、何がしたいか気付く","ブームから文化にしていく","選択した責任は自分で取ればいいため失敗を怖がらなくても良い","将来を想像できなくても、今できること、打ち込めることを見つけるべきである。"
