回答日時,受付番号,回答ユーザ,第８回:キーワード①,第８回:キーワード②,第８回:キーワード③,第８回:キーワード④,第８回:キーワード⑤
2022/11/14 14:43,2618,23022453,仕事を貰えるのは、成果を出している証である。,しんどい時も頑張れたのは、人のために尽くしたいという思いからであった。,人を支えることに自分の生きがいを感じた。,頭で考えすぎずに心の声を聞いてみる。,若い頃は失敗を恐れずにやってみる。
2022/11/14 14:43,2617,25020486,強い意志,いろいろな授業をとってみる,暮らすように旅する,店舗デザイン,流行らせない
2022/11/14 14:43,2616,37022640,分からないことは聞く,失敗から学んで深みを出す,ブームから文化にする,好きなことにトライする,頭でっかちにならない
2022/11/14 14:43,2615,22022703,メンバー同士の会話のしやすさを大切にしている。コンセプトからもわかるように、壁を感じずにフラットな感じで話すことができるように意識している。その方が意見を言いやすいと感じた。,仕事をしながら学んでいくことが刺激的で面白い。わからないことをそのままにしない姿勢が大切だと感じた。どんな仕事でも知らないことはあるだろう。それを知ることを楽しめればもっと仕事にやりがいを感じることができるだろう。,流行にしてしまったら一時の盛り上がりで、その後衰退してしまうことがある。そうならないために地元の人たちにも焦点を当ててきてもらえるような店づくりをしている。その努力のおかげで元々の地域にも元気が出てきたりいい影響を与えることができている。,メンバーを褒める姿勢が良いと感じた。ずっと一緒にいると誉めることを忘れてしまうことがあると思うが、意識的に誉めることでより良い関係を作ることができると考えた。,大学時代に深く人と関わっておく。その人脈が未来にいきるかもしれない。
2022/11/14 14:43,2614,26021586,ブランドに共感して創業者のそばで仕事をできていることがやりがい,人から必要とされていることは仕事のやりがいになる,信頼されないと任せられ続けることはないということは、成果を出し続けたからこその結果,マネジメントにおいて褒めることは大切,文化にするには地元の人たちが来るようにしなければならない
2022/11/14 14:42,2613,26022037,人を育てる時にはちゃんと言葉に出して褒めることが大事。,アルバイトで色々な経験をすることで自己分析をしたりして、自分のやりたいことを見つけるやり方もある。,仕事を任されるというのは信頼されているということなので、任された仕事をきちんとこなしていくことが大事。,仕事をする時、企業がどのように考え何をしようとしているかをちゃんと考えることが大事。,自分の学びたいこと、やりたいことを見つけてそれのために転職することは大事である。
2022/11/14 14:42,2612,37022623,わからないことは聞く,失敗から学んで深みを出す,好きなことにトライする,頭でっかちにならない,ブームから文化にする
2022/11/14 14:42,2611,26022275,アルバイトで経験,仕事に対する信頼,成果による信頼,0-1,感じる力
2022/11/14 14:42,2610,23021049,失敗は経験,体験がブランドにつながっている,感性を研ぎ澄ますためには経験が必要,期待に応える,失敗を怖がらない
2022/11/14 14:42,2609,24021732,開放感,様々な経歴,適正に気づく,小さいやりがいでも頑張ってみる,怒られる
2022/11/14 14:42,2608,23022331,一緒に過ごしたい、働きたいと思ってもらえる人間であることが大切,ブームから文化へ,多くの経験、失敗から学ぶ。そのために一歩踏み出すことの大切さ。,頭で考えた判断は失敗する。,頭でっかちにならずに、心の声を聴く。
2022/11/14 14:42,2607,34021197,ブームから文化にする,ブランドとしてやるべきこととニーズを汲み取れることを意識する,人生をすごろくと考え、失敗から学んで深みを出す,好きなことにトライする,心の声を聞く
2022/11/14 14:41,2606,24021135,自分の適性を見極めることが必要。,配属先は思ってたのと違う場合がある。,1人でやることが多く、自分から見て学ばなければならない。,ニーズを意識して働くことが必要不可欠。,ブームから文化へと変えていく仕事。
2022/11/14 14:41,2605,23021510,失敗は経験,体験がブランドにつながっている,学生の間に色んな経験をする,感性を研ぎ澄ますためには経験が必要,全てゼロから任される
2022/11/14 14:41,2604,24022097,チーム作りやどんな人と働くかが大切。,アルバイトなどの日常の経験から自己分析することが、将来のビジョンに活きる。,任されることは信頼されている証拠。,マネージメントにおいて大切なことは、国の違いを受け入れた上で解決案を見つけること。,ブームから文化へ。
2022/11/14 14:41,2603,31022510,目的の追求,心を通わせる,敵を作らない,自分にできることをする,努力
2022/11/14 14:41,2602,26022299,縦ではなく横が自分だと気づいた　自分の適性を知る　自己分析を常にしてきた,期待に応えたい！達成感や信頼感を得る仕事　サービス精神を持っていた,責任感　自身の行動が引き起こす影響力を知る,０から１を作り出す仕事をしてきた　誠意、実績、信頼の積み重ね,知らないことは素直に聞く！！　自身の足で全て見聞きし経験を積む　交流することを大切に！
2022/11/14 14:41,2601,29022517,ブームから文化へ,ブランド,クリアな将来,0から1,任され続ける
2022/11/14 14:40,2600,34022294,任されることは頼られること、信頼されていること,たくさんの紹介会社がある中でのブランディングが難しかった,考えてもわからないこと、自分でやるしかないことは、やると決めたらやる,マネジメントにおいては誉めることが大切,国の違いを聞き入れることが大事
2022/11/14 14:40,2599,22020177,過程を大切に,相手を褒める,サポートする立場からサポートを仕事に,話すことによってプロと対等に,ブームから文化へ
2022/11/14 14:40,2598,21022009,何かすることを楽しむ,バイトで自分を知る,任されるのは信頼の証,期待されたら100で返す気持ちでやる,情報は共有する
2022/11/14 14:40,2597,26022081,CBOは対外ブランド発信や店舗の設計、オンラインコンテンツの監修をしている,チームマネジメントは文化によって異なる,異文化の人と触れ合う時は意識的にみんなの前で褒めている,お客様の受け取り方やトレンドが各国で異なるため各国の従業員と協力するのが重要,ブランディングとマーケティングを両立させることは非常に難しい
2022/11/14 14:40,2596,23022052,任されるって頼られてるっていうこと,小さいことであっても人から必要とされることは嬉しい,言われたら100返したい,新人時代はある意味運命,現地スタッフと心を通わせる
2022/11/14 14:40,2595,25022626,アルバイトで自分に何が向いているのかみつける,成果を出し続ける,ブームから文化にかえる,大学中の人脈,0から1をつくりあげるのを楽しむ
2022/11/14 14:40,2594,23021503,ブームより文化,人間関係の繋がりが大切,失敗は経験になる,好きだと思うことをどんどん挑戦する,心の声を聞く
2022/11/14 14:39,2593,23022299,失敗は経験。好きだと思うことをどんどんトライしていくべき。,選択した責任は自分で取ればいい。,ものづくりの現場は大切,展開型のキャリアとして成功している,ゼロから１を作っていく
2022/11/14 14:39,2592,22021151,若い頃にたくさん失敗したほうが良い,心の声を聞いて行動する,やりたいと思ったことは何でも挑戦してみる,ブームではなく文化を目指す,展開型のキャリア形成だが、要所要所でがむしゃらに頑張った
2022/11/14 14:39,2591,24021513,信頼されることが仕事のやりがい,誠意をもって取り組む,ブームから文化に気づく,打ち込めることを見つける,色んなところに行く
2022/11/14 14:38,2590,29022246,レコグニション,若い時に怒られた経験があってよかった,失敗した方が良い,人生はすごろく,不確定な状況に対する耐性
2022/11/14 14:38,2589,23021180,他国の人と関わる時に大切なことは、人を褒めること。,日本（自分を含め）と文化が違う。,やりたいことが決まっていなくても、大学の授業で自分に合っていることをゆっくり探すことが出来た。,やりたいこととマッチしたことで、仕事を変えてもいいと考えた。,人生はすごろく。休憩があってもいいし、戻ってもいい。
2022/11/14 14:38,2588,39022020,マルチカルチャーな中での働き,まずはほめる,総合政策は横軸的であり、いろいろなことを学べる,0から1を作る,今できることを全力で取り組む
2022/11/14 14:37,2587,26022529,自分の適性に気づく,人生はピラミッドではなくすごろく,失敗してもいい。前に進むことが大事。,ブームから文化をつくる,傷だらけでがむしゃらに
2022/11/14 14:37,2586,37022613,わからないことは聞く,失敗から学んで深みを出す,ブームから文化にする,好きなことにトライする,心の声を聞く
2022/11/14 14:37,2585,37022431,アメリカ人には「見てるよ。」「頑張ってるね。」とほめるということを大事にしている。,任されるというのは頼られている、信頼されているということ。,必要とされていることが小さいことだとしても、積み重ねで自分はやれていると感じられる。,自分がこの空間や環境でどう感じるかを共有するのはすごく重要で、文化の違いのなかでも同じ。,ブームから文化にしていくことを大切にすると街の文化も変わる。
2022/11/14 14:37,2584,26021564,アルバイトを通して自己分析,街を優先する,ブームで終わるのではなく文化にする。,自分なりに理解をして、勉強をする。,現地スタッフと心を通わせる。
2022/11/14 14:37,2583,23022328,縦に深ぼれなければ横に深ぼればいい,感覚の共有,ブームから文化へ,人生はすごろく,心の声を聞く
2022/11/14 14:37,2582,23021258,自分の中でロジックに理解,流行りにしてしまったから終わりが来る,私たちがやってきたことが私たちが信じてきたこと,不確定な状況に対する耐性,失敗は経験
2022/11/14 14:37,2581,23020288,ブームから文化へ,地元の人に愛されるコーヒー屋,人生はすごろく,1番顧客に近い経営メンバー,学内での活動で繋がりを作る
2022/11/14 14:36,2580,22021401,色々な分野のことを学んでおく,アルバイトを通じて、チームワークについて学んだことがあった,色々なアルバイトを経験することで自分の適正に気がついた,何をモチベーションにするかについて「人に必要とされている、期待されている」ことを据えて取り組んだ,これまでを振り返ると、今までの全てが今の自分に繋がっている
2022/11/14 14:36,2579,34022162,心を通わせる,ブームを作る,ブームを文化に変える,顧客に近い経営,会社が目指す世界観と顧客のニーズを合わせる
2022/11/14 14:35,2578,26022080,自分から聞く,色んな事を勉強する,自分の足で現地に行く,ブームから文化にする,今打ち込めることに打ち込む
2022/11/14 14:35,2577,38022561,任されることは頼られること,やると決めたらやる,みんなの前で褒める,失敗をすればいい,心の声を聞く
2022/11/14 14:34,2576,29022511,ブームから文化へ,ブランド,クリアな将来,0から1,任され続ける
2022/11/14 14:34,2575,39021033,マルチカルチャーで働く上で褒めることは大切,広く浅く学べる総合政策学部,アルバイトにおいて自分の特性を知る,ブームから文化へ,一歩踏み出すことの大切さ
2022/11/14 14:34,2574,23022070,自分の仕事をやりながら学べる過程が面白い。人を褒めることが大切であると考えるので、日頃から意識している。,秘書代行を含む様々なアルバイトの経験から、人を支えることが自分の性に合っていることが分かった。その経験は後のキャリア形成にも生かすことが出来た,ゼロから一を作ることが好きであり、事業立ち上げに何度も関わった。壁にぶつかることもあったが、自分たちの手で新しいものを作り上げていくことに楽しさを感じた。,お店のコンセプトの軸は貫きつつ、海外の人々の意見や感覚の違いも広く受け入れて、互いの感性を｢共有｣することを大切にしている。,頭で考えた時の判断は鈍りやすい。だから、心の声に従って自分の好きなことにどんどんトライしよう。
2022/11/14 14:34,2573,34022236,仕事を任され続けるということは誠意を持って取り組み成果を出すことで信頼をえると言うこと,デザイン、ホスピタリティ、プロダクト全てがブランドにつながっているため、自分がその空間でどのように感じるかが大切。これは文化の違いの中でも重要である。,分部から文化へ,仲間は財産、救われたりすることもあるから,マスタリーフォーサービスの精神
2022/11/14 14:33,2572,23022152,アルバイトなどいろいろなことを経験して興味を見つけていく。,経験しながら考える。,０→１を作る事業を多く経験した。,考え方を柔軟に、受け入れる力。,分からなくても聞く、知ることが大事。
2022/11/14 14:33,2571,26021131,デザイン、ホスタピリティ、プロダクト全てがブランドにつながる。,分部から文化へ,文化を作るのは自分達である,救われたりすることもあるから、仲間は財産,マスタリーフォーサービスの精神
2022/11/14 14:33,2570,39022005,自分の適性を見極めることが大事,任されるには信頼されないといけない,若い時は失敗してもよい,ブームから文化へ,0を1にするのは難しい
2022/11/14 14:32,2569,22021295,やりたいことが分からなかったので総合政策学部なら横軸で色々な事を学ぶことから自分の興味のある世界が見つけられると思って入学,アルバイトの経験からチームで動くなかでリーダーの役割や働く仲間の大切さを学んだので、チームを作る人事の仕事に興味があった,色々な国でマネジメントをしていて、チームマネジメントや顧客の受け取り方が全然違うので何を大切にするのかということやトレンドについで大切にしている,マネジメントの面では「見てるよ！」と伝えることを大切にしているので、結果が出た時にみんなの前で褒めている,人から必要とされることが嬉しいので、期待に応えたいという気持ちで仕事をしている
2022/11/14 14:32,2568,25022057,マルチカルチャーの中で働けることで刺激を受けている,褒める事は大切な事,アルバイトの経験も就活で生きた,いろいろな繋がりを大事にするべき,学生の間に経験を増やしていくことが大事
2022/11/14 14:32,2567,24020480,レコグニションがとても大事である,自分の心の声を聞く,とりあえず一歩踏み出してみる,人生をすごろくと捉えてみても良い,失敗することを恐れてはいけない
2022/11/14 14:32,2566,24020778,自分の置かれた環境で出来る限りのことをやる,事業を立ち上げる上で広報の重要性は大きい,過去に出来たつながりが人生の分岐点で大きく役に立った,外国での事業をプランニングする中で、自分の感覚と周りの感覚をすり合わせていくことが大切,ブームではなく、文化にするにはその地域の人を一番大切にすることが必要
2022/11/14 14:32,2565,23021041,コーヒー業界,新規事業で成果を出し続ける,海外で現地の人々と心を通わせる,ブームから文化へ,色んな活動で適正に気づく
2022/11/14 14:31,2564,38022331,コーヒー,学生生活で自分なりの適正を発見,ゼロから1,文化が変わる,キャリアチェンジ
2022/11/14 14:31,2563,29022189,観光地ではなく文化のある店,転職はネガティブ,人生はすごろく,メディアと頻繁に関わらない,心の声を聞く
2022/11/14 14:31,2562,25020169,CBO チーフブランドオフィサー,自分の適正を見つける,褒めること,期待に対する責任,ブームから文化へ
2022/11/14 14:31,2561,23021486,一緒に働きたいと思ってもらえるかが大切な世代,新しいことはロジカルじゃないこともたくさんある,いろんなことを経験する,感じる力を鍛える,いろんな刺激をもらう
2022/11/14 14:30,2560,29022508,学生は何が向いてるのかわからない期間もある。,ブランドはブームから文化を創り出す。,秘書代行→自分の適正に目覚めるきっかけになったバイト,人材会社→新規事業を任される,転職先→ゼロorイチからぐらいの仕事ばかり任される
2022/11/14 14:30,2559,22022152,沢山のアルバイトをする,暮らすように旅をする,任されるは頼られることの一歩,自分の感性を信じる,人の役にたつ
2022/11/14 14:29,2558,29022185,任されるってことは頼られてるってこと,ブームから文化へ,常に目の前にあることをしっかり成し遂げていく,頭でっかちにならずに好きだと思うことをどんどんトライするべき,心の声を聞く
2022/11/14 14:29,2557,25020310,CBOの仕事はブランドにとって、大事なこと,他の人を褒めることが大事だ,未来を考えず、生きている,バイトがすごく大事な経験,学外の活動が多い
2022/11/14 14:29,2556,23022122,色々なことを任されて成果を上げることで信頼に繋がる,失敗は経験なので好きだと思うことはどんどんトライすることが大切,頭で考えるよりも心の声を聞くことが大事,頭で考えたことの判断はあまり良くなくて鈍る,若い時にたくさんの失敗をしていた方が良い
2022/11/14 14:29,2555,23021484,見て覚える,自分で開拓していくことの困難さ,自分でやるかやらないか,目的に向かったやり方をする,一緒に働きたいと思ってもらえるか
2022/11/14 14:29,2554,26021378,チーム作り、どういう人と働くかが重要,人から必要とされるのは嬉しい,失敗から学んで深みが出る,失敗は経験,どんどんトライする
2022/11/14 14:29,2553,31020528,ブランドを大きくしたり様々な国籍の人と成長していくところに働く魅力を感じている,人をサポートする側にまわることが自分の性に合っていた,人の期待に応えたい気持ちが強い,ブランドとしてやるべきこととお客様のニーズに応えることを両立しようと努力している,総合政策学部の仲間たちは今でも財産である
2022/11/14 14:28,2552,29021087,学生の間に経験を磨くことが大切。過去の経験・繋がりが将来に繋がる,人生はすごろく。ピラミッド的に考えない,自分の足で色々な場所へ行き、たくさんの情報を得る,失敗は経験。好きなことにチャレンジすべき,頭で考えた時の判断は鈍る。心の声を聞くべき
2022/11/14 14:28,2551,26022425,関学でのつながりは財産,大学生活は非日常,ブームから文化へ,地域の人との交流を深める,一件の大切さ、お金を稼げる大切さ。
2022/11/14 14:27,2550,31022584,色々なアルバイトを経験して何があっているか考える,仕事では成果を出し続けなければならない,人との繋がりは思いもよらないところで役に立つわ,海外の人との文化の違いやトレンドに意識を向ける,ブランドではブームから文化へと消化させることをしている
2022/11/14 14:27,2549,31022054,やると決めたらやる,人生はすごろく,ブームではなく文化にする,目の前にあることを成し遂げる,会社の世界観とお客さまのニーズを考える
2022/11/14 14:27,2548,26021198,チームマネジメントは文化によって全然違う,「任される」ってことは信頼されてる証拠,段階を踏んで転職する,"やるか""やらないかの2択""",ブームから文化へ
2022/11/14 14:27,2547,23022175,一人でなんでもやれというのは鍛えられる,企業がどういう気持ちで動いていて、そこでどういうミスをしたかを考えろ,お金を稼ぐことの重要性,自分が担っている責任,怒られることで考えるようになることもある
2022/11/14 14:26,2546,32021585,さまざまな経験をする,何を大事にするか,トレンドは何か,見てるよアピール（フィードバック）,みんなの前で褒める
2022/11/14 14:26,2545,29022123,ブームから文化にする,常に目の前にあることを成し遂げていく,若い時にたくさん失敗した方が良い,心の声を聞く,とりあえず一歩踏み出してみる
2022/11/14 14:26,2544,23022395,留学が生きる,どういうミスをしたか考える,自分が担っている責任,自分にがっかり,文化の違い
2022/11/14 14:26,2543,37022479,自分の役割・責任を自覚する,褒める・レコグニションを意識する,仕事をやりながら学ぶその過程が刺激になる,語学はいろいろな可能性を生む,仲間の幅を広げ繋がりを大切にする
2022/11/14 14:25,2542,23022141,自分が疑問に思ったことを突き詰める,アルバイトで得た知識を大切にする,物事を深く考えすぎない,自分の感性を信じる,今できることに打ち込む
2022/11/14 14:25,2541,26022643,仕事を任され続けるということは、仕事に対して誠意を持ち、実績を出し続けたからである。,詳しくないことは沢山聞き、企業の歴史や大切にしているものを自分なりに理解することが大切である。,自分の足で色んな国に行き、現地の人と話して心を通わせることが大切である。,大人の失敗は傷が残るため、若い時にがむしゃらに生きて沢山失敗をしておくべきである。,大学生のうちに今出来ることや打ち込めることをアルバイトや色々な活動で見つけ出すことが大切である。
2022/11/14 14:25,2540,29020514,いろんなことを学べる期待値と興味のあるコネクション,全部の講義が今の自分に繋がっている,信頼される積み重ねが続けれる原動力,縦のつながり,がむしゃらにすることがいい人生の秘訣
2022/11/14 14:24,2539,31022529,任されるということは信頼されているということ,自分の役割と関わっていることに対するインパクトを考える,マネージメントではrecognitionが大事,失敗した方が良い,目の前にあることを成し遂げていく
2022/11/14 14:24,2538,22022825,部下を褒めることを意識する,アルバイトで適正など自分のことを知る,学生の間に色んなことを経験する,人生をすごろくと捉え、休んでも戻ってもいい,ブームから文化へ
2022/11/14 14:24,2537,26022653,学生時代に自分の適正に気がついていた、気がつけることが必要,0から1を生み出すこと、仕事を任され続ける人になる,仕事を任され続けるために成功できるようにやること,周りのスタッフと心を通わせる努力をする,人との繋がりを大切にする、感謝する
2022/11/14 14:24,2536,23022535,国際の人たちと関わるときに褒める。日本にはないことを吸収している。,帰国子女で日本人として育っていたが国際的に関われる学校を探していた。自分の趣味興味を主に選んできた。,大学当時は深く考えていなかったが今になればすごく役に立つことがほとんど。,チームで動く一場面一場面で変わる人材の動かし方を働きながら学んでいた。,転職が逃げだと迷うこともあったがその責任は自分で取ると覚悟決めて行動してきた。
2022/11/14 14:23,2535,27020740,自分の適正に気づく,ほぼ0から1にするような仕事を任させる,信頼と実績があるからこそ仕事を任され続ける,色々な所へ行って、色々なことを仕入れる,現地の人と心を通わせる
2022/11/14 14:22,2534,31022070,マネージメントにおいて相手をほめたり理解することをみんなの前で行う,やるかやらないか,国の違いを聞き入れる,ニーズを満たすこととブランドのやるべき事のすり合わせ,失敗は経験心の声を聞く
2022/11/14 14:22,2533,23021330,チームワーク,新規事業,ゼロから1,人生はスゴロク,感じる力
2022/11/14 14:22,2532,38022582,失敗は経験である。,自分の心の声を聞くことが大切である。,若い時に好きなことをたくさんして失敗をする。,感じる力を鍛える。,信じている、思い描いているものを形にする。
2022/11/14 14:21,2530,23022590,0から1をつくる,サービス精神,つながり,挑戦,失敗は経験
2022/11/14 14:21,2529,39021002,日本人の概念にとらわれず褒めることが大事,バイトなどの経験を通して何が向いているか知る,マルチカルチャーで働くことで海外の人と接したりでき、興味深い。,仕事を任せられていること、人から必要とされる時に喜びを得る,関わっていることの自分の役割をしっかり認識する
2022/11/14 14:20,2528,23021336,マルチカルチャーの中で働ける楽しさと刺激。,横軸から自分の興味を引くものやりたいものを見つける。総合制作部では横軸から考える機会があった。,学外生活でも自分のやりたいことを見つけるチャンスはある。,国の違いを聞き入れることが大切。例えば韓国だと甘いコーヒーが欲しい。でも出せないよね。理由は何々という形でしっかりとコミュニケーションをとり、ブランドの方針との兼ね合いを考える。,ピラミット的に仕事を考えるべきではない。上に行こう行こうと思いすぎたりしたら何がしたいのか見失ってしまう。
2022/11/14 14:20,2527,23022074,やると決めたらやる,人生はすごろく,何か任されるということは信頼があるということ。,目の前のことを一つずつ成し遂げていく。,流行り、ブームから文化へ
2022/11/14 14:20,2526,29022436,失敗も経験になるため、何事にも挑戦するべきだ,誠意を持って仕事をすることで、次の仕事に繋がっていく,意見が対立した時にはコミュニケーションを取ることが大切だ,考え過ぎないで、心で感じたことを動力に挑戦することも大切だ,どのような人との関わりも、将来役に立つ可能性がある
2022/11/14 14:19,2525,25021581,ほめることは意識する。,どんな人と働くのかが大事,一件の大事さや責任感,地元にいかに愛されるか。,会社側と顧客、両方の視点が大事
2022/11/14 14:19,2524,25022038,常に目の前のことをしっかりやり遂げる,アルバイトを通して自分を知る,信頼されなければ任されない,国の文化の違いを受け入れる,ブームから文化へ
2022/11/14 14:19,2523,26021076,バイトを通して自分の適性を知る,０から１を作る,褒める,好きか嫌いかを考えると理解に繋がる,心の声を聞く
2022/11/14 14:19,2522,23022655,本当の意味での英語,やりがい,生まれたら100返したい,サービス精神,地元
2022/11/14 14:18,2521,22022191,同じ仕事を任され続けるにはその仕事に対して誠意を持って実績を出し、信頼されないとできない。,やるかやらないかはやると決めたらやる,マネージメントにおいては見てるよっていうレコグニションが大事,失敗すれば良い,人生はすごろくのようなものでどんな形でも着実に前に進んでいる
2022/11/14 14:18,2520,34022019,ブルーボトルコーヒー,清澄グレー,チーフブランドオフィサー,セミナー営業,チームマネジメント
2022/11/14 14:18,2519,26022060,ブームから文化にすることに意味がある,海外に進出するときは、その住民のニーズに合わせていくことが、経営としてはとても重要,常に目の前にあることをこなすことが重要,客の考えは常に変化していくので、そのニーズに常に適応していくことを意識していく,大学生活は一生できない経験なので、一日一日を大切に生きる
2022/11/14 14:18,2518,24020092,人生は双六,全部の体験がブランドに繋がっている,頭で考えた時の判断は鈍る,レコグニションがすごい大事,ブームから文化へ
2022/11/14 14:17,2517,23022442,褒めることが大事。,何をするか分からない人でも経験から見つけられる。,集まる場を儲ける,国の違いをききいれること。,敵を作らない。
2022/11/14 14:17,2516,24021413,バイトを通して自分がやりたい事を見つけられるきっかけになる,フランス留学が就職後に役立った,仕事は大変だったけど、人から必要とされている事がモチベに繋がった,今まで触れた事のない仕事内容だったが、それが成長に繋がった,転職が今の仕事に繋がている
2022/11/14 14:17,2515,23020510,自分の適正を学生時代に気づく,ゼロから1の仕事を任せれ続ける,自分の感性を信じる,その場その場でしっかりと仕事をする,感性を鍛えることが大事
2022/11/14 14:17,2514,24020015,マルチカルチャーの中で働ける,褒める,人生はすごろく,全部の体験がブランドに繋がっている,人の夢を叶える手伝いをしているところは楽しい部分
2022/11/14 14:17,2513,23022647,褒めて、フィードバックを行う,物事を達成することに意味がある,人生はすごろく,アルバイトで仕事の責任を知り、自身の役割の大切さを学んだ,ピラミッド式で見てしまうと悲観的になってしまう
2022/11/14 14:16,2512,23021205,褒めることでやる気につながる,適正,0から1,流行り、ブームにしてはいけない,誰と一緒に仕事をしたいか
2022/11/14 14:16,2511,31022051,国際的な視点も重要,とれる選択肢を増やすような行動の大切さ,頼られることのやりがい,失敗体験を活かす,０から１を作ることの難しさ
2022/11/14 14:16,2510,37022447,学外の活動も大事,サークルには参加しておくべき,好きか嫌いかは言えるからまずは好き嫌いを話す。,好き嫌いは個性であるため、自分を話しやすい,食べログはあるが実際に行ってみる
2022/11/14 14:16,2509,22022101,「褒める」見てるよ、頑張ってるねと言うのを大事にしている,縦だと分からないけど横の部分だとわかるかもというふうに自分なりに分析して考えた,任される=頼られる、やって、達成して、また任されるというのが嬉しかった。,みんなの前で褒めることを意識する,国の違いを聞き入れる
2022/11/14 14:16,2508,23021577,自分の適正を探す,選択した自分に責任を持つ,ブームから文化へ,若いうちにたくさん失敗する,打ち込めることを見つける
2022/11/14 14:15,2507,34022079,ブルーボトルコーヒーは街を一緒に作り上げ、成長している, CBO はブランド全体を統括する役目,ブランドの信念を大切にしながら会社を育てていく,ブランドとしてやるべきこととその他のニーズに折り合いをつけて考える,敵を作らずに中間層まで巻き込む
2022/11/14 14:15,2506,36022547,自分の適性、何に向いているのか知る,仕事に対して誠意を持って頑張り、実績を出す,さまざまな業界を体験する,海外の人たちとコミュニケーションをとる,自分の好きなことや興味のあることにできるだけ多くトライする
2022/11/14 14:14,2505,29021290,0から１,信頼されないと任され続けられない,やるか、やらないか,客の受け取り方,みんなの前でほめる
2022/11/14 14:14,2504,22022828,アルバイトを通して自分の適性を知る,敵を作らない,実績を出さなければ事業は任され続けない,ブームから文化へ,0から1を立ち上げる
2022/11/14 14:14,2503,25022125,とりあえず1歩踏み出す,色々な人に積極的に聞く,ブランドの作り方を大事にする,文化の違うマネージメント,ほめること
2022/11/14 14:14,2501,24022172,新人時代、何の仕事を任せられるかは運命,何かを任せられ続けられるということは実績、信頼があるから,詳しく無いから積極的に聞く,現地スタッフとの関係を大切にする,ブームから文化にしていく
2022/11/14 14:13,2500,29022416,ほめる,どういう人と働くか,任されるとは頼られるということ,お金を動かすことの重要性,０から１に
2022/11/14 14:13,2499,29022292,いろいろな経験をすることで自分の適性に気づけることがある,小さい喜びの積み重ねがやりがいにつながる,人との繋がりに助けられる,自分たちの考えを浸透させ、信念を貫く,失敗することも進むことであるから恐るより覚悟を持って進む事が大切
2022/11/14 14:13,2498,23021284,仕事をしながら貰える刺激もある,人から必要とされることでやりがいを感じる,学生時代のアルバイトから、自分のインパクトを学んだ,マネジメントは褒めることが大切,体験がブランドになる
2022/11/14 14:12,2497,24021079,長々ミーティングするのは良くない。,マルチカルチャーの人と接するときは褒めることが大事。,ローカルの意見をどこまで意識して取り入れるか。,マネジメントにみんなの前で褒めることが大切。,常に目の前にあることを成し遂げていく。
2022/11/14 14:12,2496,22022479,やると決めたらやる,国によって文化が違う,体験がブランドにつながる,褒めて伸ばす,成果を出し続けてこその結果
2022/11/14 14:11,2494,36022571,自分の適正に気づく,現地の人と心を通わせる,ブームから文化にしていく,0から1を作ることを楽しんで行う,自分の覚悟が大事である
2022/11/14 14:10,2493,22020441,目の前のことをやり遂げる,任され続ける→成果を出す必要がある,現地の人と心を通わせる,ブランドはブームを作る　ブームから文化を作る,今できること、打ち込めることを見つける
2022/11/14 14:10,2492,29021335,感性を研ぎ澄ますためには経験,失敗は経験だから、失敗はしたほうが良い,人生はすごろく。一回休んでもいいし。三歩戻ったっていいし振り出しに戻ったって良い,好きだと思うことにトライする,学内の仲間をいっぱい作って、繋がりを大事にする
2022/11/14 14:08,2491,34022280,誠意を持って仕事をして、成果を継続的に出していかないと仕事を任されることはない。,人生は双六のようなものだ。失敗を恐れず、一歩踏み出してみよう。,アルバイトでの仕事を通して、自分の適性を見つけていこう。,自身の選択による責任は自分で取ればいい。決めたらやり、覚悟を決めるべきだ。,心の声に耳を傾けてどんどんチャレンジする。頭で考えた時に、その判断は鈍ることが多い。
2022/11/14 14:08,2490,26022261,大学時代のことがキーワードとして今につながる,実績→信頼→仕事,文化を受容し、ニーズとブランドを合わせて、ブームから文化へ,感覚は共有し、認め合う,アルバイトなどで経験を積み、打ち込めるものを探しておく
2022/11/14 14:07,2489,24021142,バイトを通して自分の職への適性に気づく。,その仕事に誠意を持って成果を出し続ける。,現地スタッフと心を通わせる。,ブランドはブームを文化にする。(その街が変わる。),学生時に打ち込めることを見つける。
2022/11/14 14:07,2488,21022001,することを楽しむ,アルバイトで自分を知る,任されるということは信頼されているということ,期待されたら100で返したいという気持ちで仕事する,情報はなんでも共有する
2022/11/14 14:07,2487,24020031,マルチカルチャーの人々が刺激になる,やると決めたらやる,ブームから文化へ,信じていることを一緒に育てていく,心の声を聞く
2022/11/14 14:06,2486,25021259,一時的なブームを文化にする,学生時代の経験によって感性は磨かれる,人生はすごろく,目の前のことをやり遂げる,好きなことにトライする
2022/11/14 14:06,2485,29022494,学外の活動を通して何が自分に向いているのか自己分析を行うこともできる。,仕事の楽しみとしてやって、達成して、任せれるということの積み重ね,0から1にすることの大変さ。事業をつくることの大変さ。,自分のしたいことをできるまで挑戦し続けること。,とりあえず一歩踏み出してみること。失敗してもいいから不確定な状況でもやってみることが大事。
