"回答日時","受付番号","回答ユーザ","第2回:キーワード①","第2回:キーワード②","第2回:キーワード③","第2回:キーワード④","第2回:キーワード⑤"
"2022/10/03 15:45","2994","26021073","SDGds","心の余裕","180社","商社","人との関わり"
"2022/10/03 15:44","2991","22022576","社会学部","関わってくれた人の喜び","心と心の交流","コンサル","奉仕のための練達"
"2022/10/03 15:43","2990","22022507","バイトは直接的ではないが役に立つ","人の気持ちに寄り添う","偏りは危険色々な人がいるべき","気分転換の方法は持っていた方がいい","前向きな塞翁が馬"
"2022/10/03 15:43","2989","23021182","さまざま情報から自分の有益になるものを見つけ出す","忙しくても相手のことをしっかりと見る","外からの目を持って自覚していないことに気づく","自分を知って、相手を知る","会話する能力ではなく対話する能力を重要視する"
"2022/10/03 15:43","2988","29022427","商社の魅力は色んな分野の経済のオーガナイザーみたいになってるからこことここ一緒にしたら面白いとか全体的に見れる","何事においても全てプラスに進むものなど存在しない","心の余裕を持つことが重要","大学では、自分の専門知識を深めて新しい知識を吸収する場所","新しいことへの取り組みは、自分にとって必ずプラスになる"
"2022/10/03 15:42","2987","39022011","博士課程までいってお金を稼げるのだろうか","商社は自分で商売をやっていく。自分が主体で商売をやる。","お客様と一緒に商売をやる。","仕事のやりがいは関わってる人が喜んでくれる、ということ","前向きな塞翁が馬"
"2022/10/03 15:41","2986","24022425","まずは自分を知る","継続的に成長","前向きな塞翁が馬","バイトで世の中を知る","人に寄り添いながら問題を解決"
"2022/10/03 15:41","2985","31022006","経験を活かす","情報発信をキャッチする","kwicを使いこなす","自分の成長をわかる","外の目に気づく"
"2022/10/03 15:41","2984","26021623","環境ビジネス","人材育成","心の余裕","自分を知り、相手を知る","前向きな塞翁が馬"
"2022/10/03 15:40","2983","22022214","掲示板など、沢山の情報に目を向ける","単位など取っておいていいものは取っておく","言語化して自覚するのが大事","自覚するのと思い込むは違う","問題解決に会話と対話を利用する"
"2022/10/03 15:40","2982","22020177","社会に触れる","周りが見れなくなることを自覚する","人が喜んでくれることがやり甲斐","継続的な成長","向き合い続ければなにか新たな発見がある"
"2022/10/03 15:40","2981","29021399","自分に有利な情報を探して活用する","いろんな可能性に目を向けて俯瞰的に考える","前向きに才能を磨く","自分のことと相手のことを知る","心の余裕を常に作ることで仕事の連携ができる"
"2022/10/03 15:40","2980","26021618","自分の内の成長","心をなくすと書いて忙しい","心の余裕を持つことの大切さ","自分のことや相手のことを知る","塞翁が馬"
"2022/10/03 15:40","2979","24022735","情報に敏感になり、必要なものか取捨選択する","自分を客観視する心の余裕","チームで協力する","背景が違う人と交わす「対話」の能力","人間万事塞翁が馬"
"2022/10/03 15:39","2978","25021394","会話と対話の違い","商社とは複数の専門的なスキルを合わせて新しいものを作り上げていくものである","悩みが出た時は悩みすぎずに、リフレッシュする方法を探して実行する","問題に立ち向かうことで新たな発見が生まれることがあるため諦めない","心の余裕を無くすと仕事に影響が出る"
"2022/10/03 15:39","2977","26022653","大学の発信している情報はちゃんと確認した方がいい","自分たちは見過ごしがちであることを頭に置いておく。","忙しいとそれに精一杯で周りに目が行かなくなってしまう","自分自身は周りが見えなくなってしまうなどのことを自覚するのかしていないのかが人間性の差としてでてくる。","一瞬悩んだとしても悩みすぎない。くよくよしすぎない。"
"2022/10/03 15:39","2976","26021054","どんなに忙しくても心のキャパシティを持っておいた方がいい。","人との関わりにモチベーションを見出す。","前向きな塞翁が馬","Mastery for service は一生のもの","自分の研究分野を探すことが、教育において重要である。"
"2022/10/03 15:39","2975","24022299","商社は多分野にわたって物事を俯瞰し、ときには統合したりする仕事","大学からの情報は自分の将来に繋がることもあるので正確にちゃんと受け取る","失敗しても反省してすぐ立ち上がる","忙しくても周りへの気遣いを忘れない、心に余裕を持つ","自分を磨いて働きかけると社会の役に立つことに繋がる"
"2022/10/03 15:39","2973","25021275","最初は小さくても将来的には大きくなり、お金が稼げるようになる。","プラスチック削減を目指しているが、プラスチックがなくなればフードロスが起こる。","大学が発進している情報はチェックする。","忙しくても心のキャパシティを持つ。","反省はして次に走っていくことが新しい出会いにつながる。"
"2022/10/03 15:38","2972","26021175","心の余裕を持つ","自分のことまた相手のことを知る","関わってくれる人の大切さ","周りを見れているのかいれてないのか自覚する","前向きが塞翁が馬"
"2022/10/03 15:38","2971","24022718","有益な情報を手に入れる","自分に合ったことを見つける","生まれも育ちも違う人間との言葉を交わすことが重要","たくさんの人と対話する能力は信頼を得られる","悩みすぎた時は自分で切替える"
"2022/10/03 15:38","2970","23021197","環境ビジネス","外からの情報を入れる","前向きな塞翁が馬","嫌なことは長く続かない","自分をおいしくする"
"2022/10/03 15:37","2969","22021823","環境ビジネス","自覚する","自分が主体","商売","前向きな塞翁が馬"
"2022/10/03 15:36","2968","24020193","入社してからしばらくは、専門的な知識やスキルを身につけることに勤しむ、その後さらに専門性を極めたり、身につけたものを活かして新たなものをクリエイトしたりする。","仕事のやりがいとして、関わっている人が喜んでくれることはモチベーションが上がる。","バックグラウンドが違う人と関わる上で、まず自分のことを知り、相手のことも知ることが大切。","人生は塞翁が馬、悪いことがあってもいいことに繋がるきっかけにもなる。","嫌なことは長くは続かないが、本当に嫌なことだったら辞めてもいい。"
"2022/10/03 15:36","2967","23020159","心に余裕を持つ","前向きな塞翁が馬","自分の忙しさを自覚する","会話と対話　多くの人々と言葉を交わすことの大切さ","真理はなんぢに自由を得さすべし"
"2022/10/03 15:36","2966","22021091","凄い人でも学生時代はしっかり遊ぶなどしてた","自分のやりたい事はチャレンジするべき","ファイナンスの知識は何歳でも必要","学生時代の思い出は経験に生きる","SDGsとキャンプの関学"
"2022/10/03 15:35","2965","26022084","自分に合う会社を何社もたくさん周って決める","対話を大切にする","情報をしっかりキャッチする","悩みすぎないことが大切","新しい自分と気持ちをリセットする"
"2022/10/03 15:35","2964","22022085","塞翁が馬","全関映","英語の重要性","留学","失恋"
"2022/10/03 15:35","2963","22022442","情報をキャッチする","自覚する","外の目を持つ","忙しいは心を無くすこと","会話と対話"
"2022/10/03 15:35","2962","25021473","情報をしっかりチェックする","たくさんの情報の中に自分の将来を左右するものがある","自覚があるのとないとではかなり変わる","海外は一神教を信仰している人が多く、様々な価値観と触れ合える","会話と対話は異なり、仕事では対話力が必要"
"2022/10/03 15:34","2961","23022647","全てを包括してるから社会学部を選んだ","情報キャッチのアンテナを持つことが未来への投資になる","心の余裕がなければ、周りが見えなくなって仕事に支障がでる。","失敗してもすぐ反省して、次に向かって走り出す","自分のことを知り、相手のことを知ろうとする姿勢がビジネスにとって必要"
"2022/10/03 15:34","2960","26022123","奉仕のためでなければ自己満足で終わってしまう。","悩みすぎず、悩みから抜け出す方法を探す。","仕事のやり甲斐とは関わってくれる人達が喜んでくれるということである。","人間万事塞翁が馬、前向きな塞翁が馬","自分と他者は違うということを知る。"
"2022/10/03 15:34","2959","23020068","SDGS","心の余裕","忙しい","前向きな塞翁が馬","対話"
"2022/10/03 15:34","2958","24022092","大学が発信する情報はしっかりキャッチする","心に余裕を持っていないと何事もうまくいかない","自分のことを知り、相手のことを知って、お互いに違うことを認識することが重要である","商売は社会のためにならなければ続かない","真理はなんぢらに自由を得さすべし"
"2022/10/03 15:33","2957","34022238","様々な人と交流する","違いを知って受け入れていく","悩みすぎることなく前向きに考える","行き詰ったときにリセットする方法を知っておく","何よりも楽しむことが大切"
"2022/10/03 15:33","2956","23020017","横断的","蓄積","ステージ","経験","わくわく"
"2022/10/03 15:33","2955","29022350","商社","環境ビジネス","飛び級","情報の収集","人間万事塞翁が馬"
"2022/10/03 15:33","2954","24020112","見過ごしがち","心を亡くす","対話する","社会のためになる","人間万事塞翁が馬"
"2022/10/03 15:33","2953","24021849","自分を客観視する","多忙の中でも自分を見失わない","現状に満足しない","悩んでも悩みすぎない","現状をしっかり分析する"
"2022/10/03 15:33","2952","26021477","飛び級制度","博士課程","商社は忙しい","宗教に対する考え方（一神教）","適応能力"
"2022/10/03 15:32","2951","29021221","心の余裕を保つことが大事","しんどくなったら休憩や自分なりの気分転換をすると良い","日本人は海外と比べて少数派の考えを持っている傾向にある","前向きな塞翁が馬","目標を正しく捉えないと方向性を見誤ってしまう"
"2022/10/03 15:32","2950","29022264","嫌なことは物事がより良くなるスパイスである","大学などからの情報をたくさん取り入れる","忙しい時でも心を無くさず余裕を持てるようにする","対話能力を磨き上げる。","チームワークを大切にする"
"2022/10/03 15:31","2949","26022243","専門的な知識を身につける","自分の頭で考える","休憩は大事","自分のことをよく知る　相手のことを知る","人との関わりは大事"
"2022/10/03 15:31","2948","24020251","環境ビジネス","グローバルに多彩な事業","全体を補完する仕事","伊藤忠商事","三国貿易"
"2022/10/03 15:31","2947","24020248","世界や日本から見た環境ビジネスの重要性","貿易実務による各国への対応","ビジネスをクリエイトしていく上での創造性仕事を行っていく上での心の余裕の認識","個人やチームでの仕事を行っていく上での物事の考え","入社してからの研修の重要性"
"2022/10/03 15:31","2946","34022305","真理が君たちを自由にする","商売は社会のためにならないと続かない","塞翁が馬","いいことがあるときは楽しむ","悪いことがあるときはそれを自分自身の味になると思い込む"
"2022/10/03 15:31","2945","23022037","自分から積極的に情報収集する","忙しい中でも人に気を配る","自分の状態を認識する","へこみを糧にする","商売は役に立たなければいけない"
"2022/10/03 15:31","2944","25020701","環境ビジネス","大学からの情報発信","心の余裕","自分と相手のことを知る","前向きな塞翁が馬"
"2022/10/03 15:31","2943","29022417","何事もプラスになるとは限らない","商社は最先端の経済を見ることが出来る","心の余裕はどの状況でも必要","大学は専門の知識を深めてあらたな情報を身につける場所である。","新しいことに挑戦することはプラスになる。"
"2022/10/03 15:31","2942","24021203","飛び級制度","会話と対話","三国貿易","前向きな採用がうま","真理はなんぢらに自由を得さすべし"
"2022/10/03 15:31","2941","24021291","自分に合ったことを探す姿勢","忙しくなると周りが見えなくなることを自覚し、客観視する目線を持つ","信頼を得るために、たくさんの人と対話する","悩んだ時に切り替えられる方法を探す。","一時的なものを作らずに、善意のある仕組みを作り続ける"
"2022/10/03 15:30","2940","31021550","切り替え","プラスチック","リサイクル","過去のことを振り返って恥ずかしくなる","マネジメント能力"
"2022/10/03 15:29","2939","23022494","プラスチックのいいところを使いながら悪いところを改善していく。","やりたいことをすれば業績も上がる。","自分がしてきたことは知らないうちに社会経験として積みあがっている。","人との関わりでモチベーションを保っている。","世界と交流するうえで必要な姿勢としてまず自分のことをよく知っておくことが大切だ。"
"2022/10/03 15:29","2938","24022488","机は綺麗に保つ","相手のことも自分のことも知る必要がある","忙しいと周りが見えなくなることを自覚する","バイトでは社会人の在り方を学ぶことができる","商社に向き不向きはなく、様々なビジネスが生まれる。"
"2022/10/03 15:29","2937","23021426","毎日成長していることが分かる","心の余裕","インターンで世間一般の社会に触れる","大学からの情報発信","対話"
"2022/10/03 15:29","2936","23021387","いろいろな社会を見ることでアイデアを出す楽しさがある。","仕事で対話が必要とされる。","専門性のスキルを身につける。","心に余裕を持つ。","深い知識を身につけて、それらをくっつけて何かを作り上げる。"
"2022/10/03 15:28","2935","22022309","忙しくなると周りが見えなくなるが、自覚することで、忙しくなってきた時に外の目をもって気づくことができる。","忙しいという字は心を無くすと書くが、心を無くしている人と仕事したいか？ ","国際的な仕事で大切なことは、自分のことを知る、相手のことを知ること。 ","塞翁が馬から、反省すること大切だがあまりクヨクヨせずに前向きになる方法を知ること。 ","嫌なことは自分の味を美味しくすると考える。"
"2022/10/03 15:28","2934","23020433","周りが見えなくなることを自覚し、どんなに忙しくても心の余裕が大切","同じ環境ではない外の世界に出て、日本での考え方や情報の狭さを初めて知り、仕事に役立つ","プラスティックは世界で役に立っており、一概になくすよりも、バランスを考える","自分に役立つ情報を「見過ごしている」ことに気づく","物事の良し悪しを早急に判断せず、反省する点はきちんと反省し前向きに考える"
"2022/10/03 15:27","2933","34022008","前向きな「塞翁が馬」","対話","商売は社会のためにならないと続かない","将来自分にとって有益になる情報は埋もれていることを意識する","外の目を気づく"
"2022/10/03 15:27","2932","24022835","対話のスキルを大学生の間に学んでおく。","周りをみて他のところに目を向ける。","最後まで諦めない。","私たちは大事な情報を見落としている。","自分の回復方法を理解しておく。"
"2022/10/03 15:26","2931","26022275","情報を得る","自覚しているのかどうか","反省はする","くよくよしない","仕事で必要なのは対話"
"2022/10/03 15:26","2930","23021013","環境ビジネス","商売人","会話と対話","自覚するのかしていないのか","キャンピングキャンパス"
"2022/10/03 15:25","2928","23020096","忙しくなると周りが見えなくなることを外の目から自覚する","よくないことが起こっている時でも物事を前向きに捉える","「忙」は「心」を「亡」くすと書く　","商売は社会のためにならないと続かない","真理はなんぢの自由を得さすべし"
"2022/10/03 15:25","2927","25022478","全部のことを精一杯楽しむ","怒られているのは成長のきっかけになる","モチベーションが上がるきっかけを身につける","嫌なことは前向きにすると必ず力になってくる","商売は社会貢献のためにする"
"2022/10/03 15:25","2926","29021087","たくさんの情報の中に学生自身に宝になる情報が埋もれている。学生はその宝を見逃しがちだということを理解し、プラスになる情報をキャッチすべき","チームを連携していく上での心の余裕・キャパシティを持つことの大切さ。外の目、思いやりの気持ちを持っておく必要あり","まずは自分のことを知り、次に相手のことを知ることから始める。自分と相手は異なる考えを持っていると思っておく","悩んだ時にあまり深刻に悩みすぎず、悩んだ時・予測できないことが起こった時に自分がどのように対処できるのかを知っておく","人生良いことも悪いこともあるが、どんなことでも自分自身に味を作ってくれるものだと思い前向きに捉えるべき"
"2022/10/03 15:25","2925","25021074","外国人にとって宗教の捉え方が違う","大学の情報をしっかりと把握する","全関学自主映画製作委員会","忙しいは心をなくしてる","余裕をもって人と対応する"
"2022/10/03 15:25","2924","38022405","環境が変わる事によって市場が変わる","プラスチックを無くすことで別の問題がおこる","新しい商売をつくるのが環境ビジネス","対話と会話の考え方が大事","いい事も悪いことも起こるから精一杯楽しむ"
"2022/10/03 15:23","2923","29021294","環境関連の問題は今は小さな市場でも後には大きくなる","深掘りした経験を活かしてビジネスをクリエイトする","企業の流れはやりたいことをやらせること","商社の教育手厚い","心の余裕をなくす方が仕事に影響がでる"
"2022/10/03 15:23","2922","22021185","海外でトレンドを学ぶ","やりたいことをする","やりたくないことで途中で辞めてしまうと勿体無い","心のキャパシティ","24時間売買が成立することは特殊"
"2022/10/03 15:23","2921","36022347","良い時に楽しむ","悪い時にはそれを糧にする","すぐ立ち上がる","心の余裕を持つ","相手をよく観察する"
"2022/10/03 15:23","2920","22020137","深堀した経験を活かす","人との関わり","世界を相手にする","日本人は少数派","人間万事塞翁が馬"
"2022/10/03 15:23","2919","26021375","伊藤忠商事","環境","前を向く","嫌なことは長く続かない","体の余裕より、こころの余裕を優先する"
"2022/10/03 15:22","2918","26021181","情報を見過ごしがちであることを自覚するべき","自分や他人を知ることが大事","日本は少数派である","仕事で必要とされるのは対話","興味がなくても注意して確認しておく"
"2022/10/03 15:22","2917","23021239","見落としがちなところにも注意して情報収集を行う","外の目を使って自分を見つめ直す","心の余裕がなければうまくいかないから心の余裕をもつ","会話ではなく対話から信頼関係は築かれる","予測できないことが起きたときにどう自分を回復させるか考えておく"
"2022/10/03 15:21","2916","29022452","自分にある情報といらない情報を取捨選択する","忙しくなると周りが見えなくなる","ファイナンスの知識は何歳でも重要","スノーピークと関学は包括連携協定を結んだ","当時の学生がマイボトルの案を出した"
"2022/10/03 15:21","2915","25021184","一つの事業だけではなく、多様性のある事業を行い、グローバルに展開している","他の事業の考え方を俯瞰しながらアイディアを出して現実化していくこと","商社の教育や研修など、人を育成する魅力がある","人を満足させる商品を開発することが自分にとって良いことの一つ","アルバイトをすることで社会経験や世の中のことを知ることができる"
"2022/10/03 15:21","2914","24022789","こまめに情報を確認することの大切さ","会話と対話の違いを認識すること","心の余裕を持つこと","現場に足を運ぶ大切さ","伝え方に配慮すること"
"2022/10/03 15:21","2913","26021300","忙しいときこそ心の余裕が必要","大学院に飛び級で情報収集したがいろんななことに関心を持っていからこそだった","180社もみて何がやりたいか考えた。","商社に入って人との関わりを大切にした。","SDGs実現の背景も捉える必要があると考えていた。"
"2022/10/03 15:21","2912","29022349","大学からの情報をキャッチ","埋もれている情報にみみを傾ける","仕事で必要とされているのは対話","学生の時から色んな人と会話する","将来はグローバルが大事"
"2022/10/03 15:21","2911","22022833","人生は自由だからとりあえずやってみよう、力がつくかもそれないからと商社での勤務をやって見る人もいる。","商社の教育は手厚い","たくさんの会社を周った上で商社を選んだ。","気分転換になることを持っておくべき。","自分を磨き、仕事を磨く。"
"2022/10/03 15:20","2910","23021192","大学側からの情報をキャッチする","心の余裕がなくなっているときは仕事に打ち込みすぎているときである","忙しいときこそ、その自分の状況を自覚する","多くの企業を受けて自分に合う職種を分析する","物事の失敗に対して反省をして、そこで立ち止まらず進んでいくことが大切"
"2022/10/03 15:20","2909","31022076","幅広く","自分が主体","社会のために","会話と対話","周りが見えない"
"2022/10/03 15:20","2908","22021094","飛び級","180社","心の余裕","商売","人との関わり"
"2022/10/03 15:20","2907","29022508","何事においても、全て＋の方向になるものなど存在しない。","商社では、経済の動向などを最先端で見ることができる。","どれだけしんどくても、心の余裕を持ってることが1番重要。","大学は、自分の専門知識を深め新しい知識を吸収する場所。","新しいことへ取り組むのは自分にとって必ず＋なる。"
"2022/10/03 15:20","2906","24022144","リサイクルとしてプラスチックを活用","グローバル","継続的に成長","マネージメント","ファイナンス"
"2022/10/03 15:20","2905","23022226","商売","ユダヤ人","会話","三国貿易","環境"
"2022/10/03 15:19","2904","23021184","商社の特徴は人員に力を入れている。ビジネスに力が身につく。","商社ですることは数年間は狭く深く知識を身につけて、そこからビジネスを創造する","忙しくなると周りが見えなくなるから心に余裕を持つべき","世界を相手にする上で必要なことは、相手と自分を知ることが大事。","悩んだ時も悩み過ぎないことが重要"
"2022/10/03 15:19","2903","22021295","商社で働く魅力は様々なことを組み合わせて、アイデアを現実化していく","自分で周りが見えていないときに、そのことを自分で理解できているか","商社とは化学製品を貿易する仕事である","やはり就職するきっかけには、インターンシップが大きな要因である","どんな状態であっても、ポジティブに考える。あまり考え込み過ぎない。"
"2022/10/03 15:19","2902","34022094","休憩をするのも、時には必要で大切","大学から提供される情報を必ずチェックする","もし、一瞬何かについて悩んでも、執着しすぎず、悩みすぎない","必ず外の目を持って気づくこと","忙しくてならないこと"
"2022/10/03 15:19","2901","22022527","大学からの情報をキャッチする","体の余裕をなくすより心の余裕をなくすほうが大変","現場に行くのは商売の一つの基本","前向きな塞翁が馬","社会が求めているのは対話"
"2022/10/03 15:19","2900","22020441","自分を自覚しているかいないかで人間性の差が出てくる","商売","会話と対話","嫌なことも自分の味を美味しくするものだと前向きに考える","真理は汝らに自由を得さすべし"
"2022/10/03 15:19","2899","29022341","心の余裕をもつ","人との関わりがモチベーション","自分、相手のことを知る","ワクワクすることをする","前向きな塞翁が馬"
"2022/10/03 15:19","2897","25020053","グローバル化","ビジネスをクリエイトする","やりたいことをやる","商社は育成に力を入れている","社会にとっても良い商売をする"
"2022/10/03 15:19","2896","26022468","環境ビジネスは、始めは小さい市場からはじめて、将来大きくなるだろうというところに目をつけるということがよく理解できた。","伊藤忠商事は様々な事業をしていて、グローバルに展開していることが分かった。","思っていた仕事と違っても、自由なのでその場所で頑張ってもよいし、転職してもよいということを学んだ。","伊藤忠商事のような商社は、「三方良し」という考え方を持っていることがわかった。","ゼミで学びながら就活をせず、飛び級制度で大学院へ行くという工夫があることが理解できた。"
"2022/10/03 15:18","2895","36022346","相手を見る","現地の人と商売について深掘りする。","くよくよしない","世の中を知るために、バイトをする","心の余裕がないと仕事が上手くいかない"
"2022/10/03 15:18","2894","25021398","将来に大切な情報がある可能性があるので大学が発信している情報を確認する。","自分が変化、成長して行くことが楽しい。","体の余裕だけでなく、心の余裕も作る。","ぶっきらぼうに言うのと丁寧に言うのでは1秒の差しかないが、言われた相手からすると大きな差がある。","ファイナンスや英語が大事だけど楽しい学生生活も大事である。"
"2022/10/03 15:18","2893","23019054","多種多様な情報いかにキャッチし、自分のものにできるか。そのためのアンテナを張っておくことが重要。","心の余裕がなければ、同じ物事でも向き合う姿勢、見え方が変わってくる。追いこまれるような状況に自分を置いてはいけない。","何事も自覚があるかないかで全く状況が異なってくる。自分自身でそれがどのようなことであるのかを認識できるように、経験を設定しておくことが重要。","世界を相手にする上で必要な姿勢は、自分のことをよく理解し、そして相手の事もしっかり知ること。","仕事をする上で大切にしている姿勢は、「前向きな塞翁が馬」。何か良くないことが起こったとしても、くよくよするのではなく、反省し、見直し、そこからすぐに前向きに次のステップに進むことが重要。"
"2022/10/03 15:17","2892","25022048","環境の改善をビジネスに","これまでの経験をもとに次のステップに挑む","情報収集が人生の要","心の余裕の大事さ","対話の重要性"
"2022/10/03 15:16","2891","23022180","専門としてのスキルを身につけることが大切","深掘した経験を活かして、ビジネスをクリエイトしていく","将来の自分の宝となる情報が、少なからず埋まっている","忙しくなると周りが見えなくなるが、それを自覚しているかいないかで人間性の差が出る","悩みすぎないことが大切"
"2022/10/03 15:16","2890","26021170","大学からの情報発信で進路が変わるかも","アルバイトからは直接的な知識というよりは暗黙知が身についた","就職活動せずに第一期生として飛び級で大学院へ","決め手は直感的","何かを成し遂げるには諦めないことが重要"
"2022/10/03 15:15","2889","24020031","大学からの情報発信をキャッチ","忙しい時の心の余裕が重要","人とのかかわりにやりがいを感じる","自分や人、ファイナンスのマネジメント能力の向上","前向きな塞翁が馬"
"2022/10/03 15:15","2888","26022397","SDGSをふまえた環境にやさしいビジネス","自分は社会にどう役立つかを考える","忙しさにかまけて周りのことをいい加減にしない事","自分の好きなことを追求","自分の魅力に磨きをかける"
"2022/10/03 15:14","2887","23021024","環境ビジネス","プラスチック","貿易","就職活動","海外での仕事"
"2022/10/03 15:13","2886","24022321","環境ビジネスを新しく立ち上げた","精一杯全てを楽しむ","嫌なことは前向きにやることで必ず力になる","商売は社会のために","真理はなんぢらに自由を得さすべし"
"2022/10/03 15:13","2885","34021049","前向きな塞翁が馬。","忙しいとは心を無くすこと。","三方よし。買い手良し、売り手良し、世間良し。","商社の魅力の１つは物事を俯瞰して組み立てられること。","商社は人を育てることに特に力を入れていること。"
"2022/10/03 15:13","2884","22022837","外からの目を大事にする","忙しいということは心を亡くすこと","前向きな人間万事塞翁が馬","迷ったときは自分自身をおいしくするものととらえる","会話と対話"
"2022/10/03 15:13","2883","22020679","全体を俯瞰しながらアイデアを出す","アイデアを現実化していく","商社は何をやってもいい","前向きな塞翁が馬","日本人がいかに少数派か"
"2022/10/03 15:13","2882","23021228","辞める勇気","チャレンジ精神","信頼関係","会話と対話","情報収集"
"2022/10/03 15:13","2881","26022641","伊藤忠商事は人材育成に力を入れており、就職後も成長の機会が保証されている","自分自身が主体となって商売をすることこそが商社に入社する魅力である","忙しい時でも心のキャパシティを確保することが大切である","商売において、自分のみの利益だけでなく、自分及び相手への理解を深めて双方の利益を考えるべきである","善意だけでは持続性が見込めないので商売として仕組み化していくことが重要である"
"2022/10/03 15:12","2880","26022580","自分が主体になって商売を作っていく","心の余裕を持つ","仕事に必要なのは対話","自分がどうやって回復するか考える","前向きな塞翁が馬"
"2022/10/03 15:12","2879","26022472","商社の魅力は、主体的に商売できること","多忙な中でも、心の余裕をもつこと","反省かつ前向きに","大学からの情報は意識的に取りに行く","入社後も成長できる企業"
"2022/10/03 15:11","2878","24022366","良い部分はそのままで、悪い部分は変えていく","どんなに忙しくても心のキャパシティは持ってないとダメ","自分のことを知ること、相手の事を知ることが大切","人生はスープのようなもの、嫌なことも人生を楽しくする具材","前向きな塞翁が馬"
"2022/10/03 15:11","2877","34022069","情報をとにかく仕入れる","環境を使いこなす","自分で分野の好き嫌いをしない","自分の中で基準を持つ","外の目をもって心にゆとりを持つ"
"2022/10/03 15:11","2876","31020375","周りが見えなくなることを自覚","相手、人のことをよく見る","仕事に必要とされるのは、対話","前向きな塞翁が馬","最後まで諦めずにやり遂げる"
"2022/10/03 15:11","2875","34022190","日本以外の多くの国は一神教","情報を積極的に行う","自分を客観的に見る","対話は背景が違う人と言葉を交わすこと","仕事を磨きそれを練達する"
"2022/10/03 15:11","2874","23022512","忙しいと周りが見えなくなる→それを自覚することの大切さ","社会のためになるものをつくりたい","社会のためになるものが結局は長く儲かる","忙しいと心を亡くしていく","商いが自分と相性が良い"
"2022/10/03 15:10","2873","26022220","kwicから情報をキャッチする","国際経験の豊かさが内定の鍵になった","大学在学中に英語をしっかり勉強しておく","相手に配慮した行動を取る","関学時代に会話と対話の意味の違いを理解する"
"2022/10/03 15:09","2872","24021077","どんなに忙しくても心の余裕を持っておく","仕事に関わる人が喜んでくれることがモチベーション","上手く行かなくてもくよくよしすぎず前を向く","嫌なことがあってもそれは長くは続かない","嫌なことも自分の味を作るものだと考える"
"2022/10/03 15:09","2871","22021195","情報をキャッチする","心の余裕を持つ","自分を客観的に見る","対話を大事にする","精一杯楽しむ"
"2022/10/03 15:08","2870","26022561","自分を客観的にみてみる","自分から動くことで周りの情報を得る","相手を知って信頼してもらえるように対話する","リフレッシュできる方法を見つける","嫌なことはポジティブに、自分の人生を豊かにするものだと考える"
"2022/10/03 15:08","2869","37022620","戦争を知ることによって社会を知る","どんなに忙しくても心のキャパシティを持つべき","kwicなどで得られる自分が興味無い情報の中にも自分の将来に必要な情報があるかもしれないと思って見る","国際経験があるかないかでは評価のされ方が違う","会社説明会で情報を自分から取りに行くなど、積極的に行動する"
"2022/10/03 15:08","2868","26022082","環境ビジネス","三国貿易","仕入れルート","販売ルート","商売のボリュームアップ"
"2022/10/03 15:08","2867","26020356","交渉","就活","お客様のためになる＝社会のためになる","海外","社会問題"
"2022/10/03 15:08","2866","37022613","反省はするが前向きな気持ちを常に持っておくこと","戦争を知ることによって社会を知る","自分自身で営業する","どんなに忙しくても心のキャパシティを持つべき","世界を相手にする上で自分のことと相手のことを知ることが重要"
"2022/10/03 15:08","2865","23020430","海外に触れて気づく日本が少数派だということ","どんなに忙しくても心の余裕が必要","商売は社会のためにならないと続かない","前向きな塞翁が馬","諦めずに続ける"
"2022/10/03 15:07","2864","24022556","商社とは入ってから自分の専門を突き進み、その後のフェーズで違う専門家と組んで新たなビジネスを作る。","就活で1ヶ月に180社回った。","忙しさは周りを見えなくさせる。","前向きな「塞翁が馬」。","自分たちが考える以上のことが起こるから、楽しむ。"
"2022/10/03 15:07","2863","24021801","授業を楽しむ","留学に行って知見を広げる","前向きな塞翁が馬","対話を意識する 国際的な対話も含めて、現地の言語を話すことを前提とする。","掲示板をしっかり見る 情報を取捨選択する"
"2022/10/03 15:06","2862","31022112","好きなことを仕事にする","喜ばれるということをやりがいとする","人柄を把握する","その仕事内容が好きであることが大切","心と心の繋がりを大切にする"
"2022/10/03 15:05","2861","29019323","物事を正しく捉える","飛び級制度","会話と対話の違い","奉仕のための練達","真理は我らを自由にする"
"2022/10/03 15:05","2860","29022130","大学からの情報を必ず確認しうまく使いこなす","心に余裕がないと人間は周りが見えなくなるので、自分の特徴を客観視して捉えてその状況を対処することが大切","海外でもコミュニケーションができるために対話ができる能力を身に着ける必要がある","新たな発見によって問題は解決することもあるので、最後まで問題に向き合うことが必要","何かに失敗してどん底に落ちてもそこから抜け出す方法を探し、前向きに考えることが必要。"
"2022/10/03 15:05","2859","23021263","伊藤忠商事","掲示板見るべき","心を亡くす＝忙しい","自分と相手を知る","塞翁が馬"
"2022/10/03 15:05","2858","26021441","使わないといけないものを全体幹の中で考えていく","全体の商売を組み立てていくことが色んな領域でできるのが魅力","意識してない暗黙知が働くことに繋がっている","人と人の触れ合う仕事","関わっている人たちが喜んでくれることが仕事のやりがい"
"2022/10/03 15:05","2857","36022518","国際経験の豊かさ","インターンシップに行ってみる","人間万事塞翁が馬","いろいろな人と触れ合える会社","「会話」と「対話」"
"2022/10/03 15:03","2856","22021170","SDGs、プラスチック","対話","コミュニケーション","商社","信頼関係"
