回答日時,受付番号,学籍番号,1,2,3,4,5
2023/5/1 16:14,1734649,23021241,自分で考えて自分で行動する,やると決めたら楽しんでやる,第三者的な視点を持つ,来た波には乗る,好奇心を持って様々な現場に足を運んで体験することで自分の経験とする
2023/5/1 16:13,1734647,29023364,学校の仲間の存在,相手を背負いすぎて負担に感じた,大阪で初めて位のwebページ,かせげるようになってから独立,テレビや関学での仕事
2023/5/1 16:13,1734646,23021295,知らないと怖いものはなく迷わず行動できる,やると決めたら楽しむ,弁護士の仕事は第三者として全力を尽くすこと,依頼者と違う視点から全体を俯瞰し、将来を見据えて考える,役に立ったと言う経験がその後の自信につながる
2023/5/1 16:12,1734641,24020787,自分の得た力をどのように使うか。,好奇心を持って、いろんな現場に足を運び、それが経験となり、価値となる。,出会いはとても大切、自分の能力ではなく、人との出会いが自分を助けてくれる。,俯瞰して物事を見る。,やると決めたら楽しむ。
2023/5/1 16:11,1734638,37021673,新しい仕組みに対応していくことが大変。,来た波に乗ることが大切,いやだからやらないという感情を持たずに全てこなす。,企業で人を育てるという感覚があった。,第三者的に人を俯瞰することが弁護士だけでなく色々なことにいきてくる。
2023/5/1 16:11,1734636,25021029,やると決めたら楽しむ。,ちっぽけと思う時が大人の始まり。,自分で考えて、自分で行動する。,人との出会い,好奇心
2023/5/1 16:10,1734633,26020351,やると決めたら楽しむ,嫌と思ったらできない,実際に取り組むことが大事,ビジネスにおいて俯瞰して思考することは大切なことである。,物事の仕組みをしっかり理解すること。
2023/5/1 16:10,1734632,23021571,社会のため,第三者的に全力,来た波には乗る,やると決めたら楽しむ,挑戦してみる
2023/5/1 16:10,1734631,29022024,やりたいことをする,自分で考え、自律的に行動する。,何事も興味幹事をもつ。,大変なことも楽しむ。,自分に不十分なところがあっても伸びしろだと思って上達するように取り組む。
2023/5/1 16:10,1734630,39023026,バイトはウエイトレス･イベント･塾･家庭教師をしていた。,やるからには楽しむことが大切。,流れを掴む、流れに乗ることが大切。,自分のペースを大切にする。,関学生での繋がりを大切にする。
2023/5/1 16:09,1734627,22022046,やると決めたら楽しむ楽しむと決める,自分の存在がちっぽけに見えてしまう時があるがそれをポジティブに捉える,新人の時から自分で考えて、自分で行動する大切さ,負け試合すら、できるだけトントンに持っていくくらいのそれに対する熱量,好奇心を持ち自ら考え、足を運び、経験する
2023/5/1 16:09,1734626,24023830,学生で聴いた300本のカセットテープから世の中が法律で成り立っている事に気づき法律に興味を持った。,司法試験は大変だけどやると決めたら最後までやる。やりたいこと楽しいことに集中する。,もし学生に戻るなら国際学部に入って偉い人の秘書になりたい。,関学から人生が始まった。関学なしに今の私は語れない。,インターネットで情報は集められるが好奇心を持っていろいろな現場に足を運んで色々な経験をしてほしい。
2023/5/1 16:08,1734625,24023824,自らの知識を誰の為に使うのか、活用できる方法を常に探し続ける。,現状に満足せず、伸びしろを常に探して取り組む。,自分の努力なしに得られるものはない。一つひとつの仕事に真剣勝負。来た波に乗る。,好奇心を持って、現場に足を運んで、自ら体験して、それらを経験としていく。,やると決めたら楽しむ。
2023/5/1 16:08,1734623,25023091,弁護士は主に書面と向き合う,裁判所に行くのは年に数回,好きなものは宣言する,勉強は苦じゃない,やると決めたら楽しむ
2023/5/1 16:08,1734619,23021538,やると決めたら楽しむ,第三者的な目線での物事の俯瞰,来た波には乗る,素直,自ら体験し経験にする
2023/5/1 16:08,1734621,38023021,やりたいことを見つける。,一度やると決めたら楽しむ。,波に乗って行動する。,信頼を作る。,実績を作ることが大事。
2023/5/1 16:08,1734617,37023219,実績をまず上げる,周囲の信頼を得る,自分に自信を持つ,留学はした方が良い,社会経験などを楽しんだ方が良い
2023/5/1 16:08,1734616,22021750,勤務弁護士,パートナー弁護士,独立すること,やってみて楽しむ,自分の決めたマイルールに従う
2023/5/1 16:08,1734615,23019569,自分がちっぽけだと思うことが大人の始まり,やると決めたら楽しむ,楽しむという自分の意志,波が来たら乗る,実質を上げると信頼され、自信につながる
2023/5/1 16:08,1734614,24021255,楽しいこと、やりたいことが出てくればそれに集中することができる。,自分がやると決めたら楽しむ。,自分がちっぱなしだと感じたらそれが大人の始まり。,自分で考えて行動する事で今に繋がる。,楽しむ事は自分の意思で決める。
2023/5/1 16:07,1734611,26021452,人間関係の大切さ。思いやりの心,波がきたらその波に乗ること。,やると決めたらとことん楽しむ。,継続して楽しむこと。熱意。,自分で考えて行動する
2023/5/1 16:06,1734608,29022427,アルバイトなどの経験が役に立ち楽しめるかもと思える時が来る,堅い仕事でもお客さんに寄り添う時は親身になること,現在の説明だけじゃなくて将来の説明も必要,ずっと同じシステムを続けるのではなく人材を若くしてみたり女性を取り入れるなど変化も大事,来た波は乗ることが、何かを自分のものにする時に活用出来る
2023/5/1 16:06,1734607,32023571,専門分野は自分の好きなことの宣言,波が来たら乗る。,自分にはまだ伸びしろがある、満足はしていない。,好奇心を持って、現場に足を運んで、自ら体験してそれを経験にしてほしい。,やると決めたら楽しむ。
2023/5/1 16:06,1734601,39023047,人生楽しんだもん勝ち,来た波には乗る,実績信頼自信という制度,自分で考えて自分で行動する,好奇心を持って現場に足を運ぶ
2023/5/1 16:06,1734600,34023251,やると決めたら楽しむ,来た波には乗る,第三者の視点を持つ,勝ち目がなくても何とかトントンになるまでねばって頑張る,新しい仕組みが次々でてくるからずっと勉強しないといけない
2023/5/1 16:05,1734598,22020098,波が来たら乗る,実績を上げて信頼を得て、信頼を得て自信になる,自分の知識を誰のために使うのか、他者の利益のために活用,色んな場所に行って自ら体験する,やると決めたら楽しむ
2023/5/1 16:04,1734591,24023389,やると決めたら楽しむ,努力せずに得られるものはない,俯瞰する,第三者の目線から物事を見る,一つ一つが真剣勝負
2023/5/1 16:04,1734588,25023144,やると決めたら楽しむ,必死になると自分がしていることに疑問を持たない,自分ができなかった時代が生かされる,今の自分に満足せず、まだ伸び代があると考える,実績をあげ、周りからの信頼を得ると自信が生まれる
2023/5/1 16:04,1734586,26022554,やると決めたら楽しむ,主体性を持つ,人との出会いが自分を助ける,誠心誠意向き合う,実績、信頼、自身のサイクル
2023/5/1 16:03,1734585,23022438,専門分野とは自分の好きなことを宣言すること,やると決めたら楽しむ,俯瞰的に物事をみること,波にのってみる,自身は、実績、信頼をえてつくもの
2023/5/1 16:03,1734584,26023614,嫌だからやりませんではなく、すべてをこなす,第三者的に全力を尽くす,ちょっと違う面から俯瞰して考える,法律問題は決断の連続,楽しむ力がないとしんどくなる
2023/5/1 16:03,1734582,23022174,大学の楽しさ,自己決定,やると決めたら楽しむ,自分で挑戦する,社会で役立つ自分
2023/5/1 16:02,1734576,22023716,やると決めたら楽しむと仰っていたように、周りの意見よりも自分がする事を一生懸命にしようと思いました。,小島さんのように、何も恐れずにポジティブに前向きに物事に取り組もうと思いました。,仕事をする上で、第三者の視点から俯瞰することの大切さを学びました。,向こうから来たチャンスは絶対に逃さないようにしようと思いました。,弁護士は新しい法律などを常に勉強する必要があるし、熱意のある仕事という事を学びました。
2023/5/1 16:01,1734573,36021003,消去法,人柄,出会い,明るい表情,傾聴
2023/5/1 16:01,1734572,37022427,キャリア,経験,インターン,勉強,積極性
2023/5/1 16:01,1734571,26023458,困難だと思えることであっても、やると決めたら楽しんでやる。,自分を頼って良かったと相手に思ってもらえるように一つ一つのことに全力で取り組む。,ネットの情報を全て信じるのではなく、実際に体を動かして現地を訪れることが大切。,学生や社会人など関係なく、いつまでも学び続ける姿勢でいること。,慣れていないことを自分1人で行うのはすごく困難で逃げ出したくなるが、その経験が自身の未来へ繋がること
2023/5/1 16:00,1734569,25021457,一度決めた道が何であっても楽しむ,今しかできない経験を積極的に行う,自分だけではなく周りに頼ることも必要,全体を見て判断することで様々なことが見えてくる,自分に何が必要か考えて行動する
2023/5/1 16:00,1734565,25023704,嫌だと思ったらできないこともあるので、何事にも楽しんで取り組む。,仕事のみならず、何かを行う上では、自分で考えて行動していくことが非常に重要である。,人との出会いを大切にしていく。,好奇心を持ち、様々な現場に足を運んで、体験することを通して、自分の経験にしていく。,関学のネットワークの一員であることに誇りをもって、授業など大学生活を楽しむ。
2023/5/1 16:00,1734566,26021362,弁護士は第三者的に全力を尽くす。,依頼者を違う面から物事を見て、将来も見据えて依頼者にとって何が良いのかを考えることが大事。,自分が努力をしない限り、得られるものはない。,信頼関係を築くために、聞かれる前に連絡することを心がける。,弁護士というのは人のお役に立てることが実感できる仕事。
2023/5/1 15:59,1734561,24021254,満足しない,今ある法律でどう解釈するか,自分のものにしていく,知らないこともたくさんある,聞かれる前に連絡をする
2023/5/1 15:59,1734560,37023511,客観的に自分見つめなおす。,自分がちっぽけと気づいたときこそ大人になる。,無知が一番怖い。,自分が決めたことに対して全力で頑張る。,やると決めたら楽しむ
2023/5/1 15:58,1734559,26023587,やるときめたことは楽しんでやる,検察官は事情聴取がいやで、裁判官は難しかったため、弁護士になった。,自分のことを知ってもらったうえで仕事を受けることがよい,自分にとってはありふれたものでも依頼主にとってはそうではないものもあるので細心の注意を払っている,資格をとるときは、資格についてあまり知らないほうがとっつきやすい場合もある
2023/5/1 15:58,1734557,24022718,一番労力を使うのは書面作り,やると決めた時は楽しむ,第三者目線から俯瞰的に見る,来た波には乗る,自分が努力しないと何も得られない
2023/5/1 15:57,1734556,26023382,依頼者と同じ視点を持つのではなく将来を見据えて考えないと意味がない,自分の仕事の役割を理解して第三者的な視点をもつことの大切さをもって対応する,人の役にたてるとういう魅力的な弁護士の仕事をすることが続けられる理由、仕事していく上その気持ちが大事,関学では国際的な視点でくる人のためのメニューが多い分それを活用するべき,関学での人との出会い、資格等の対策や思い出の全てが今いる自分の出発点となっていること。
2023/5/1 15:57,1734547,26023147,やると決めたら楽しむ,大変な事から逃げずに楽しむ,好奇心を持って様々なことを経験する,弁護士は第三者目線から俯瞰的に見る視点が大切,自分でなんとかしないと得られるものはない
2023/5/1 15:57,1734545,25023186,やると決めたら楽しむことで物事に取り組む姿勢に大きな影響を与える。,若いうちに自分で考えて行動することに慣れておくことで将来に大きな差ができる。,わからないことを全てネットに頼るのではなく好奇心を持ち自らで体験することが大事である。,勢いに乗って適当にこなすのではなく勢いに乗りなおかつ全力で物事に取り組むことが大事である。,同期の仲間がいることで様々な情報を得ることができ、自分が頑張る支えにもなる。
2023/5/1 15:57,1734544,23021236,自分が努力をしない限り何か得られるものはない,全て真剣勝負,やると決めたら楽しむ,実績・信頼・自信,好奇心・体験・経験
2023/5/1 15:56,1734543,29022458,ドラマみたいなのは年に数回しかなくて、実際は書面作りに力を入れている。,やると決めたらやるしかないのでそれを楽しむ。,依頼者の気持ちを考えてしまうため、第三者目線で考えて行動する。,今までなかった問題が増えていくのを今ある法律で考えるのが大変である。電子契約など。,依頼者と弁護士の委任状に対する重みが違うため、届いたらすぐに連絡している。
2023/5/1 15:56,1734540,23023466,興味が無いと決めつけるのではなく、1回挑戦してみるということが大切,何かに取り組むときに明るい姿勢を心がける,物事を俯瞰的に見る,社会に役に立ちたいと考える人には弁護士は1番役に立つ職業,留学は少しでも生きたかったら行くべき
2023/5/1 15:56,1734539,29022419,専門分野は自分の好きなことを宣言すること。契約書チェックをしたい、それで経験が増えて知識も増えた。,教育において「このような知識が将来に役立つ」を知らせるのも大事だが基礎が大切である。,仕事の途中でやりたいことができたけど自分が活躍している場所でそれが不可能なら、できる別の方法を探す。,始まりより楽しむことが大切。働かずに暮らしたいと思ったがカセフテープを聞いていると興味がわいてきた,資格にならなくても、道を探して進む。夢だった裁判官にはなれなかったが、できることを探して選択した。
2023/5/1 15:55,1734538,34021163,何かやりたいことがあるなら周りに流されずにそれに集中する。,将来を見据えることは大事である。,様々な視点から考えなければならない。,未知なことに興味を持つべきである。,信頼を得るための手段の一つとして実績を上げることが挙げられる。
2023/5/1 15:55,1734536,24022186,勉強にせよなんにせよ、楽しんだもの勝ち。,弁護士の仕事は、第三者的に尽くすことであり、クライアントと同じ目線で立ってはいけない。,上司の存在によっていろんな経験ができたからこそ、そのあとの成功につながっている。,何をするにも、時には熱意が必要。,友人や仲間たちとの協力や応援があってなしえることもある。
2023/5/1 15:55,1734534,29022089,知識しかないところに事例を与えられたら常に不安だったので、必死に調べて解決した,前に戻って何が必要か考える,自分が努力しない限り得られるものはない,知識は将来役に立つが基礎を教えることも大事,俯瞰的に見る(第三者的な視点)視点はどの職業でも大事
2023/5/1 15:55,1734530,26023349,弁護士の仕事は法廷で戦うのは１割ほど。,何かに打ち込むとその行動に対して疑問を持たなくなる。,失敗を受け入れて成功の糧にする。,来た波には乗る。,人の役に立てると言うことが実感できるのが弁護士。
2023/5/1 15:54,1734528,23021341,いいボスに巡り会えるかが大事,実績を上げることで自信をつける,やると決めたら楽しむ,楽しむと決める,聞かれるまえに先に連絡する
2023/5/1 15:53,1734521,24023271,司法試験,司法修習,教壇に立った経験,きた波に乗る,留学経験
2023/5/1 15:52,1734518,22023476,自分がやると決めたことを徹底的に楽しむ。,インターネットだよりではなく現場での様子を見て学ぶ。,人との関わりの中で実績と信頼のスパイラルを大事にする。,先輩などのアドバイスを積極的に聞く。,自分が出来ることとまだやってないからできないことを割り切り一歩ずつ成長する。
2023/5/1 15:52,1734516,22023140,第三者としての視点,巡り合わせ,依頼者との同化による自己への負担の増加,顧問契約と会社経営,波がきたら乗る
2023/5/1 15:52,1734513,25023561,やると決めたら楽しむ,人との出会いが自分を助けてくれるかもしれない,弁護士は人の役に立ったことをわかりやすく実感できる,この先どうというよりは目の前のことを一つ一つ,上司を選べなかったりするので時には実力のみならず運も必要
2023/5/1 15:52,1734512,24023463,やると決めたら楽しむ,第三者の視点を持つ,時には依頼者にとって厳しいことも言わなければならない,実績を上げることで信頼を得る,実績という形で返す
2023/5/1 15:52,1734510,31022048,傾聴が大事。,自分は未熟者であると自覚する。満足しない。,仕事は自分次第。一つ一つ一生懸命に取り組む。,1番のやりがいは、人の役に立ててるという実感を強く感じれること。,長く強い熱意を持ち続けることが大事。
2023/5/1 15:52,1734509,29022449,やると決めたら楽しむ,第三者の視点に立つことが大切,役に立てると分かった時のうれしさが継続できるきっかけになる,今の現状に満足せず伸びしろがまだあると思う,好奇心を持ち現場に自ら足を運び自分の経験にする
2023/5/1 15:51,1734507,23023548,自分ができなかった経験を活かす,お客様の表情が変わる瞬間は私にしか見れない,傾聴,来た波に戻るだけ,お金は降ってこない
2023/5/1 15:51,1734505,29022219,自分が努力しないと何も得られない,一つ一つの仕事が真剣勝負,弁護士は人の役に立つと実感できる仕事,聞かれる前に何かすると喜ぶ,関学でのつながりを大切にする
2023/5/1 15:51,1734504,31023325,やると決めたら楽しむ,正しい判断をするためには第三者的な見方をすることも必要,来た波には乗る。その経験がいつか役に立つかもしれないから,ひとつひとつの仕事に真剣勝負で向き合う,好奇心を持って自ら体験する。
2023/5/1 15:51,1734500,23021394,マイペースを大切に,無知は時に怖いもの無し,やると決めたら楽しむ,ボスとの出会い、企業的な人材育成,弁護士としての第三者的な目線、俯瞰の視点が大切
2023/5/1 15:51,1734499,34022033,やると決めたら楽しむ,自分で考えて自分で行動する,自分のペースを大切にする,自分の能力に限界を決めない,新しいことにチャレンジする
2023/5/1 15:51,1734498,25023062,ポジティブな心,世界法律で回っている,ずっと友達の人がいる《受験の時の》,実績信頼自身のサイクル,自分で考えるのことの大切さ
2023/5/1 15:50,1734496,25023009,セカンドキャリア,前衛性,協調性,自律,積極性
2023/5/1 15:50,1734492,23023470,辛さの記憶がないぐらい必死,必死に打ち込むことに疑問を抱かない,全員が熱量あるとこでの授業の時の責任感,委任状の重さを知り他人との価値観の差を知る,聞かれる前に連絡する
2023/5/1 15:50,1734488,23023180,先輩から司法試験のことを聞いたということで自分が思っているより身近にチャンスが転がっていると思った,大学は自分の好みに従って好きな分野を伸ばすことができるということで将来に向けて精進していこうと思った,自分は初めてテレフォンカードを見て今のほうが情報につながりやす自分は頑張らなければならないと思った,法律は今の自分にはあまり接点がないような場所だけど今自分がしたことないものに興味を持つことは大事だ,今後、課題に生きず待った時には小島さんの話を思い出して、踏ん張りながら戦っていこうと思いました。
2023/5/1 15:49,1734487,24022380,やると決めたら楽しむ,俯瞰的に見る,自分で考えて自分で行動する,自信,好奇心をもつ
2023/5/1 15:49,1734482,29023398,表現し表出する。頭の中にあるものを紙の上に吐き出す。文章を書くことで考えの仕組みを見ることができる。,挑戦すること。やってみないと知らない。挑戦し、失敗し、学べ。成長の過程は大切なもの。勇気を出せ。,楽しむこと。すべては心掛けにかかっている。肯定的なマインドを持って前に進もうとすれば楽しめる。,変化を恐れないこと。裏面を発見するためにリスクを受ける。機会を得るためには変化が必要となるから。,真面目な態度。何もしないと何も得られない。自分の課題や仕事に集中する。その分の成果が戻ってくる。
2023/5/1 15:49,1734479,38023598,波が来たら乗る,自分が何か努力をしない限り降ってこない,人のお役に立てるを実感できる,実績信頼自信の正のスパイラル,人との出会いが自分を助けてくれる
2023/5/1 15:49,1734478,25021552,やるときめたら楽しむこと,波が来たらその波にのる,信頼と自信と実績,自分の利益のためでもあるけれど社会の利益のためという考え,負け試合でも前向きに捉える気持ち
2023/5/1 15:49,1734477,26021659,流れに任せる,法律,やりたいことは見えてくる,知らなければ怖くない,声をかけてもらったらなるべく断らない
2023/5/1 15:48,1734475,29023270,弁護士はあくまで第三者として接することが大事であり全力を尽くすけど依頼人視点から考えるのは違う。,新しい事に常にチャレンジし、知らない事に興味を持つことが大切。,自分がチャレンジして、努力をしない限り何かを得ることはできないからやるべき事はきちんと行う。,一つ一つの仕事に真剣に取り組み、人の役に立つ喜びを理解することが必要。,弁護士をする期間は常に勉強をしなければいけないが、その勉強をも楽しみコミュニケーションもする事が必要
2023/5/1 15:48,1734473,29022062,自分でやると決めたことはとことん楽しむ。,自分で考えて、自分で行動することが将来の成長につながる。,好奇心を持って人と繋がり、その繋がりが社会に出た際に自分のためになる。,実績を残して信頼を得る、そしてこのエンドレスで自信がつく。,自分にとって苦しいことであっても前向きに捉えて楽しむことが大切。
2023/5/1 15:48,1734469,38023512,専門分野は自分の好きなものを宣言するということ,やると決めたら楽しむ！,勉強することに楽しみをもつ,実績から信頼を信頼から自信を自身から実績を,出会いが大切
2023/5/1 15:48,1734468,22022152,留学する,伸び代、満足しない,全てをやり切る力,実績により信頼を得れ、自信がつく,やると決めたら楽しむ。
2023/5/1 15:47,1734467,31021550,お金がないからと言って夢をあきらめない,新人時代など初めから自分で全て考えるという取り組み方も学べることが多い,上司は選べない,マニュアルを教えてもらえない職場もある,プロでも常に不安はある
2023/5/1 15:47,1734466,22022133,主張がどのような証拠で裏付けられるか,やると決めたら楽しむ,全体を見るように第三者の目線に立ち俯瞰することも大切,自分の説明が十分でないことが相手のリアクションでわかる,やり切る力
2023/5/1 15:47,1734464,31021553,やると決めたら楽しむ。どうせやるならしんどいよりも明るく楽しく。,お金は降ってこない。自分が努力するからこそ得られるものがある。,実績をあげ、信頼を得ることで自信につながるというサイクル。キャリアの正のスパイラル。,他者の利益のために活用する。,人との出会いが自分を助ける。
2023/5/1 15:47,1734463,23022072,マイペースで流さない,やると決めたら楽しむ,新人の時代から自ら考えて行動すること,来た波には乗る,好奇心を持って現場に足を運び自ら体験して経験を積む
2023/5/1 15:47,1734459,37023513,真剣勝負,実務的知識のもととなる基礎的知識の重要性,一度やると決めたことに対して全力で楽しむ,来た波に乗る,自分が努力をしない限り得られるものはない
2023/5/1 15:46,1734454,37021634,MasteryforServiceは就職してから意識することが増えた。,大学に行こうとは考えていなかったがOBの方に関学に連れて行ってもらい通うことに決めた。,通っていた学部は法学部政治学科で女子はあまり多くなかった。,弁護士は裁判所で討論することは年に数回で会議などをメインに仕事をしている。,裁判所に提出する書類は証拠や裏付ける根拠を自分でしっかり調べて提出している。
2023/5/1 15:46,1734453,23022226,大人の始まり,自分で考え自分で行動,人生経験,失敗を恐れない,ポジティブ
2023/5/1 15:46,1734451,29022344,俯瞰的に見る,社会のスピード感が今と昔で全く違う,新しい仕組みがどんどん出てきている,一度悩んでもやってみる,実績信頼自信という正のキャリアのサイクル
2023/5/1 15:46,1734450,37023260,来た波には乗る,人に寄り添いすぎない,やると決めたら楽しむ,物事に対して客観的な視点を持つ,この世の中は法律で回っている
2023/5/1 15:46,1734449,29023406,法学部,国家試験,学んだことないことをする,底がないから諦めずにできる,世の中は全て法学の上に成り立っているということに気づいて面白くなった
2023/5/1 15:46,1734448,25022108,何事にも好奇心を持って楽しむ。,自分に満足していない分伸びしろがある。（つまりいつまでも工事用新を保ちながら成長できる。）,新しいことや、知らないことに興味を持ってチャレンジしてみる。波に乗ってみる。,特に弁護士という仕事においては第三者的な視点を持つことも大事。熱中しすぎずに、俯瞰的にみる。,やると決めたら楽しむ。いやなら無理してやらなくてもよい。
2023/5/1 15:46,1734445,25023457,大人になって勉強すると自分ってちっぽけだなーと思うようになる、若い頃は思ってない。,ボスが全部やらせてくれた、色々自分でやるということを学んだ。,ボスに独立したいと言ったら、もう少し稼げるようになってからがいいよ,まだまだ満足しない、傾聴に関しても、伸びしろがあると感じる,人の役に立っているというのが実感できる仕事というのが弁護士
2023/5/1 15:46,1734441,26020013,「やると決めたら楽しむ」ことがポイント,自分の頭で考えて行動することが大事,どんな仕事においても、俯瞰的な視点は不可欠,「実績を出して、信頼を得る、自信がつく」のループ,出会いを大切にする
2023/5/1 15:45,1734439,27020266,大学在学中に知り合いから渡された法律のカセットを聞いたことがきかっけで、司法試験を受けた。,自身が嫌であると思うと手が止まってしまうため、楽しみながら勉強することがモチベーションであった。,司法修習生として大変であったのは、周囲の競い合う環境に慣れず、自身のレベルの上げ方が分からなかった。,司法試験での勉強では自分との闘いであったが、司法修習生では周囲との差を歴然とさせられた。,検察庁へ行き取り調べを経験したが、取り調べ中に他の感情に取り込まれてしまうため、弁護士を選択した。
2023/5/1 15:45,1734436,26023268,来た波に対して乗ること。波を作ってくれた人に誠意を返す。,実績を上げる→信頼を得る→自信になるこらの繰り返しで自信につながる,将来を見据えて考えていくこと。,他者の利益のために活用できることを探す。,関学なしではだ私の人生は語れない。それほど充実していた。
2023/5/1 15:45,1734435,29022351,物事を俯瞰的にみる,現在だけでなく、将来的なことも考えながら顧客に寄り添う,自分の情報、特性を先にオープンにすることで、お客さんにギャップを持たせない,法律の資格や勉強はどんな道にも使え、無駄にならない,色んな分野に足を踏み入れる
2023/5/1 15:45,1734431,36023017,やると決めたら楽しむ,企業で人を育てる,来た波に乗る,実績→信頼→自信の正のスパイラル,好奇心を持って色々な現場に足を運んで自ら体験して経験にする
2023/5/1 15:44,1734429,24023761,やると決めたら楽しんでやる。,来た波にはしっかり乗る。,自分から努力しない限りなにかが変わることは無い。,自分が思っていることと相手が思っていることに違いがあることがある。,何事も前向きに捉える。
2023/5/1 15:44,1734428,34021161,知らなければ何も怖くない,今は弁護士でも即独立の人も多い,弁護士の仕事は、第三者的に全力を尽くすこと,裁判官は公務員だから転勤がある,検察庁に行くと取り調べを実際にすることができた。
2023/5/1 15:44,1734427,26021150,やると決めたら楽しんでやるのが大事！それが良い結果につながる,経験を経ると自分がちっぽけに見える時がある。それが大人の始まりである。,自分で考えて行動する時代を新人時代に積むことは将来の活躍に大きく影響する,大学での授業だけでなく、アルバイトやインターンなどいろんなことに実際に足を運んで経験を積むべきだ,楽しむということは自分の意思で決められる
2023/5/1 15:44,1734426,23022469,やると自分で決めたら全力で楽しむ,弁護士の仕事は第三者的視点で物事を捉える仕事である,自分はこういう人でこれが得意などということをHPに掲載して自分を知ってもらったうえで仕事を引き受ける,話に耳を傾けることが必要である,仕事は実績・信頼・自信の生のループが重要
2023/5/1 15:44,1734425,25021444,やると決めたら楽しむ,俯瞰,伸びしろ,来た波には乗る,真剣勝負
2023/5/1 15:44,1734424,29020383,自分の利益より他者の利益を優先にする。,好奇心を持って、現場で沢山のことを経験して欲しい。,自分で考えて、自分が考えたことを行動に移す。,実績を積んで、積んだ実績をもとに信頼を得る。これを通じて自信感を持つ。,同じ立場で考えるのではなく、ちょっと離れて違う面から考える。
2023/5/1 15:44,1734423,29023322,知らないことで怖いものはない,丸投げされたことで責任の重さを知る,法律の問題は決断の連続,自分に満足しない,聞かれる前に先に連絡
2023/5/1 15:44,1734418,34022076,何事もやると決めたら全力で楽しんでやることを決める,物事に熱中することも大切だけど、俯瞰してみることもとても重要である,自分の実力不足や、ちっぽけさを感じた時が大人や社会人としてのスタートになる,自分で考えて主体的に行動することを積み重ねることが大切である,好奇心をもって、現場に足を運んでみたり、自ら経験することが大切である
2023/5/1 15:43,1734416,26023446,弁護士,やると決めたら楽しむ,司法試験,来た流れに乗る,好奇心
2023/5/1 15:43,1734415,31021304,自分がやったことのないことを大学でやってみたかった。,自分のペースでやらないといけない。,将来の夢は消去法で弁護士を選んだ。,依頼者が決断できないのは弁護士の説明不足が原因である。,学生にとって身近な法律を学べる方が関心を持ちやすい。
2023/5/1 15:43,1734413,29020447,自分のペースでやっていかないとできない,やると決めたら楽しむ,自分がちっぽけだと思うことが大人の始まり,社会に出たら人との出会いが自分を助けてくれる,好奇心を持っていろんな現場に足を運んで自ら体験してそれを経験にする
2023/5/1 15:42,1734412,29023148,裁判に絶対はない,裁判は書類作りが大変,やるって決めたら楽しむ,きた波には乗る,努力しないと何も得られない
2023/5/1 15:42,1734411,29022005,やると決めたら楽しむ,第三者として全力を尽くすという第三者の視点の大事さ,法律問題は決断の連続,契約の書類作成など地道な事柄からお仕事の輪が広がる,テレビでいわゆる弁護士という姿はクライマックスでしか起こらない
2023/5/1 15:42,1734410,31023576,司法勉強は大変だった。しかし、やると決めた事は大変な事でも楽しむと決める。,弁護士の仕事は、第三者的に全力を尽くす事だ。依頼者と同じ立場ではなく、全体を俯瞰して見る事が大切。,楽しむということは自分の意志で決めること。良い上司に巡り会えたことも彼女が成長する第一歩となった。,自分の存在がちっぽけだと思う事が大人の始まりである。自分で考えて行動する事が成長につながる。,大変な事があっても、それらを楽しむ事ができれば苦になりにくくなる。
2023/5/1 15:41,1734405,25023700,やると決めたら楽しむ。新たなことにチャレンジし、問題に対し前向きに捉える。,自分の持っている知識を他人のために使う。,弁護士は、常に第三者の目線に立って、客観的な立場でいなければならない。,ただ待っているだけではお金は降ってこない。自分が努力しない限り、得られるものは何もない。,次々と新しい法律問題が生じるため、常に勉強をしなければならない。
2023/5/1 15:41,1734401,23022434,やると決めたら楽しむ、楽しむと決める,やらなきゃと思うことがあればポジティブにやる,弁護士の仕事は第三者的に全力を尽くすこと,波に乗るだけでなく、波を作ってくれた人達に誠心誠意返さないといけない,実績を上げることによって信頼を得、信頼を得ることによってそれが自信になる、正のスパイラル
2023/5/1 15:41,1734399,31023510,やると決めたら楽しむ,怖いもの知らずは何事に挑戦することができる,経験が今後の将来に役に立つ,出会いを大切に,今、やりたい職業や夢がなくても実は身近なところにあるかもしれない
2023/5/1 15:41,1734398,29022001,パートナー弁護士,模擬法廷,起訴状,著作権法,民事弁護実務
2023/5/1 15:41,1734397,37022613,必死でやっているときに疑問をもたない,物事を俯瞰的にみること,苗字が変わっていても名前が珍しいから気づいてもらえる,人の役に立つ経験がステップアップになること,来た波には乗ること
2023/5/1 15:41,1734395,22021403,やると決めたら楽しむ,ポジティブに,実績を作り、信頼され、自信がつく,弁護士の仕事は第三者に全力を尽くすこと,俯瞰的に見るという視点
2023/5/1 15:40,1734392,22023315,やると決めたら楽しむ,第三者的な視点を持たなければならない,自分の小ささに気づく,波が来たら乗る,学生生活を楽しむ
2023/5/1 15:40,1734391,25023630,法律問題は決断の連続であり、色んな決断をしていく中で鈍るということは自分の説明が疎かだということ。,変わったことはより一層責任を持つようになった。,まだまだ満足はしていない。傾聴に関しても伸びしろがあると感じる。,自分が努力しない限り何か得られるものはひとつもない。一つ一つ全てのお仕事は真剣勝負。,人の役にたっているというのが実感できる仕事というのが弁護士。
